pattern,rating,events,pattern_str
"-0.23556541,0.0,0.0,0.0,0.08652671,0.25830948,-1.9822359,0.44782278,-1.1571126,-0.12653075,-1.0032946,-0.113946095,-0.23556541,1.5400741,2.6690779,-1.0658216,0.0,-0.18902436,1.5400741,-0.21411547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.4375,"[10, 53, 24, 10]",b.x not > a.x and b.y not > a.y and b.z not > a.z and c.x not = a.x and  and 
"0.39853126,0.0,0.0,0.0,0.31341043,0.94722736,-0.21411547,0.240812,-0.7768948,-2.27656,-0.14927037,-1.2631192,-0.23556541,-0.071509734,0.53171515,0.43333918,0.0,1.0330436,-1.0326073,0.37290582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.8701171875,"[99, 59, 16, 10]",b.x = d.x and  and c.x >  2567 and c.y >  65509 and c.z >  9705 and 
"0.39853126,0.0,0.0,0.0,0.31341043,0.94722736,-0.21411547,0.240812,-0.7768948,-2.27656,-0.14927037,-1.2631192,-0.23556541,-0.071509734,0.53171515,0.43333918,-1.6013154,1.0330436,-1.0326073,0.37290582,0.0,-0.071509734,2.8294199,0.44117692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.569091796875,"[99, 59, 16, 10, 23]",b.x = d.x and  and c.x >  2567 and c.y >  65509 and c.z >  9705 and d.x not > e.x and d.z not > e.z and 
"0.39853126,0.0,0.0,0.0,0.31341043,0.94722736,-0.21411547,0.240812,-0.7768948,-2.27656,-0.14927037,-1.2631192,-0.23556541,-0.071509734,0.53171515,0.43333918,-1.6013154,1.0330436,-1.0326073,0.37290582,-0.8284663,-0.071509734,2.8294199,0.44117692,0.0,-0.17500906,0.47156447,-0.19550203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.97039794921875,"[99, 59, 16, 10, 23, 44]",a.x = f.x and a.y = f.y and  and b.x = d.x and  and c.x >  2567 and c.y >  65509 and c.z >  9705 and d.x not > e.x and d.z not > e.z and e.x not < a.x and e.z not < a.z and 
"0.7274042,0.0,0.0,0.0,0.1347182,-0.9485791,-1.2135041,0.112603985,-1.3810459,0.30558252,0.7756002,0.70840704,0.0,0.06274441,-1.2135041,-1.2631192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.19921875,"[74, 69, 61]",a.x not > b.x and a.z not > b.z and b.x < a.x and b.y < a.y and  and 
"0.7274042,0.0,0.0,0.0,0.1347182,-0.9485791,-1.2135041,0.112603985,-1.3810459,0.30558252,0.7756002,0.70840704,1.5570691,0.06274441,-1.2135041,-1.2631192,0.0,0.749229,-0.52104217,-1.1275393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.671875,"[74, 69, 61, 54]",a.x not > b.x and a.z not > b.z and b.x < a.x and b.y < a.y and  and 
"-1.1148477,0.0,0.0,0.0,0.76913714,0.8429717,1.1903583,0.79711986,-0.23556541,2.6690779,-0.025865363,-0.018192561,1.0567229,0.8429717,-0.635928,-0.9485791,1.0567229,-0.25917888,0.7756002,-0.113946095,0.08652671,1.9655542,-1.9740636,-0.9437499,0.0,0.15423249,-0.4193814,-0.45599565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.388671875,"[64, 66, 10, 19, 19, 53]",a.x > d.x and a.y > d.y and a.z > d.z and c.x not > e.x and c.y not > e.y and  and d.x = a.x and d.y = a.y and d.z = a.z and e.x = a.x and e.y = a.y and e.z = a.z and 
"-1.1148477,0.0,0.0,0.0,0.76913714,0.8429717,1.1903583,0.79711986,-0.23556541,2.6690779,-0.025865363,-0.018192561,1.0567229,0.8429717,-0.635928,-0.9485791,1.0567229,-0.25917888,0.7756002,-0.113946095,0.08652671,1.9655542,-1.9740636,-0.9437499,-0.55203336,0.15423249,-0.4193814,-0.45599565,0.0,0.112603985,0.8735721,-1.2791126,0.0,0.0,0.0,0.0,0.0",5.849609375,"[64, 66, 10, 19, 19, 53, 47]",a.x > d.x and a.y > d.y and a.z > d.z and c.x not > e.x and c.y not > e.y and  and d.x = a.x and d.y = a.y and d.z = a.z and e.x = a.x and e.y = a.y and e.z = a.z and f.x not > a.x and f.z not > a.z and 
"-1.947619,0.0,0.0,0.0,0.0,-1.4524277,-1.904546,1.6686074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1492873655227462,[13],
"-1.947619,0.0,0.0,0.0,0.32214966,-1.4524277,-1.904546,1.6686074,-0.1709293,-0.018192561,1.0330436,0.94722736,1.5570691,-1.1275393,-1.8522046,0.9072777,-1.4890969,1.1903583,0.240812,0.43333918,0.0,-2.27656,-1.9822359,-1.904546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.40625,"[13, 8, 4, 54, 67]",a.z not > c.z and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y not < e.y and c.z not < e.z and 
"-1.947619,0.0,0.0,0.0,0.32214966,-1.4524277,-1.904546,1.6686074,-0.1709293,-0.018192561,1.0330436,0.94722736,1.5570691,-1.1275393,-1.8522046,0.9072777,-1.4890969,1.1903583,0.240812,0.43333918,-0.5171304,-2.27656,-1.9822359,-1.904546,0.0,-1.4524277,1.6686074,-1.2631192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.8671875,"[13, 8, 4, 54, 67, 68]",a.z not > c.z and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y not < e.y and c.z not < e.z and e.x > b.x and e.y > b.y and  and 
"-1.947619,0.0,0.0,0.0,0.32214966,-1.4524277,-1.904546,1.6686074,-0.1709293,-0.018192561,1.0330436,0.94722736,1.5570691,-1.1275393,-1.8522046,0.9072777,-1.4890969,1.1903583,0.240812,0.43333918,-0.5171304,-2.27656,-1.9822359,-1.904546,0.32214966,-1.4524277,1.6686074,-1.2631192,0.0,-1.1509854,0.43333918,-1.0326073,0.0,0.0,0.0,0.0,0.0",3.4296875,"[13, 8, 4, 54, 67, 68, 8]",a.z not > c.z and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y not < e.y and c.z not < e.z and d.x = g.x and d.y = g.y and d.z = g.z and e.x > b.x and e.y > b.y and  and f.x > e.x and f.y > e.y and f.z > e.z and 
"-0.8284663,0.0,0.0,0.0,-0.5179027,0.94722736,0.34301406,0.30558252,-0.55203336,0.34301406,0.06274441,-0.91523457,-1.6013154,-0.17500906,-0.4193814,-1.2135041,0.34759963,0.94722736,0.15234627,-1.0032946,-0.54861903,-0.5797694,0.65110385,-1.1509854,0.0,0.94722736,2.1305988,-0.5797694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.86004638671875,"[44, 49, 47, 23, 75, 14]",a.y < d.y and  and b.x > f.x and b.y > f.y and b.z > f.z and d.x not < a.x and d.y not < a.y and d.z not < a.z and e.y = b.y and e.z = b.z and f.x =  66222 and f.y =  84643 and f.z =  9003
"-0.73703307,0.0,0.0,0.0,-0.1709293,0.5237459,0.29748788,-0.3515844,0.0,-0.48862666,0.67410165,-0.91523457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1875,"[57, 4]",
"-0.73703307,0.0,0.0,0.0,-0.1709293,0.5237459,0.29748788,-0.3515844,-0.55203336,-0.48862666,0.67410165,-0.91523457,1.4578367,0.25830948,-0.25917888,-0.9485791,-0.5171304,-0.21411547,-0.75993305,-1.1275393,0.7274042,0.65110385,-2.227426,1.9655542,0.0,-1.2791126,0.11870246,-0.33068386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.453125,"[57, 4, 47, 88, 68, 74]",a.x not = c.x and a.z not = c.z and b.y not < e.y and  and d.x not < b.x and d.z not < b.z and 
"-0.73703307,0.0,0.0,0.0,-0.1709293,0.5237459,0.29748788,-0.3515844,-0.55203336,-0.48862666,0.67410165,-0.91523457,1.4578367,0.25830948,-0.25917888,-0.9485791,-0.5171304,-0.21411547,-0.75993305,-1.1275393,0.7274042,0.65110385,-2.227426,1.9655542,1.5570691,-1.2791126,0.11870246,-0.33068386,0.73016804,-0.105764985,-1.0326073,0.34301406,0.0,1.5400741,0.06274441,-0.071509734,0.0",4.591796875,"[57, 4, 47, 88, 68, 74, 54, 98]",a.x not = c.x and a.z not = c.z and b.y not < e.y and  and d.x not < b.x and d.z not < b.z and f.x not > b.x and f.y not > b.y and f.z not > b.z and 
"0.08652671,0.0,0.0,0.0,-0.23556541,0.70840704,0.9072777,-0.4040296,-0.17739731,0.34301406,0.43333918,-1.9740636,0.0,-1.9740636,-0.113946095,0.53171515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.375,"[53, 10, 100]",
"0.39853126,0.0,0.0,0.0,0.7274042,-1.0326073,0.6250638,1.0330436,-0.23556541,-1.9822359,0.6250638,0.65239567,0.0,0.66496736,-1.0658216,2.1305988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.09375,"[99, 74, 10]",
"-0.1709293,0.0,0.0,0.0,0.0,-1.0032946,-2.0403368,0.66496736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.8222921562029095,[4],
"-0.1709293,0.0,0.0,0.0,-0.76776975,-1.0032946,-2.0403368,0.66496736,-0.5171304,-0.9485791,0.9268515,0.44117692,-0.37868884,0.15423249,0.30558252,1.5400741,-1.6013154,0.9072777,-1.2631192,0.9268515,-1.4890969,1.2087597,-0.52104217,-0.17500906,-0.73703307,-1.6747459,-1.2631192,-0.45599565,-0.01170659,-1.2135041,0.033364505,0.43333918,0.0,-1.2631192,0.65110385,0.15423249,0.0",1.869140625,"[4, 52, 68, 28, 23, 67, 57, 62]",a.x not < e.x and a.y not < e.y and a.z not < e.z and b.y not < d.y and b.z not < d.z and c.x > e.x and c.y > e.y and c.z > e.z and d.x < f.x and d.y < f.y and  and e.x not < a.x and e.y not < a.y and e.z not < a.z and f.x > b.x and f.z > b.z and g.y not = c.y and g.z not = c.z and 
"-0.402053,0.0,0.0,0.0,0.0,0.112603985,-1.5004125,0.65110385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9436130135956882,[63],
"-0.01170659,0.0,0.0,0.0,0.39853126,-0.52104217,-1.2135041,-0.21411547,0.32214966,-0.21411547,0.7202119,1.9118863,0.0,-1.1509854,-0.98024446,0.65239567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.765625,"[62, 99, 8]",
"-0.37868884,0.0,0.0,0.0,0.0,-1.9740636,2.1305988,-2.0403368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1091450114980494,[28],
"-0.37868884,0.0,0.0,0.0,-0.5179027,-1.9740636,2.1305988,-2.0403368,-0.23556541,0.9353601,-1.1275393,1.2087597,0.0,0.9072777,0.65110385,-0.52104217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.3046875,"[28, 49, 10]",
"-0.37868884,0.0,0.0,0.0,-0.5179027,-1.9740636,2.1305988,-2.0403368,-0.23556541,0.9353601,-1.1275393,1.2087597,-0.01170659,0.9072777,0.65110385,-0.52104217,-0.5179027,0.44117692,-0.33068386,-0.25917888,-1.947619,-0.52104217,-0.25917888,0.9072777,-0.7768948,-0.7183736,-0.7183736,0.6250638,0.0,0.34301406,-2.227426,-2.27656,0.0,0.0,0.0,0.0,0.0",4.865966796875,"[28, 49, 10, 62, 49, 13, 16]",a.y < f.y and a.z < f.z and b.x > f.x and b.y > f.y and b.z > f.z and c.x not > e.x and c.y not > e.y and  and e.x > f.x and e.y > f.y and e.z > f.z and f.x not > c.x and  and g.x >  80882 and g.y >  90992 and g.z >  5602
"-0.37868884,0.0,0.0,0.0,-0.5179027,-1.9740636,2.1305988,-2.0403368,-0.23556541,0.9353601,-1.1275393,1.2087597,-0.01170659,0.9072777,0.65110385,-0.52104217,-0.5179027,0.44117692,-0.33068386,-0.25917888,-1.947619,-0.52104217,-0.25917888,0.9072777,-0.7768948,-0.7183736,-0.7183736,0.6250638,0.1347182,0.34301406,-2.227426,-2.27656,0.0,0.37290582,-0.4040296,1.9118863,0.0",6.045654296875,"[28, 49, 10, 62, 49, 13, 16, 69]",a.y < f.y and a.z < f.z and b.x > f.x and b.y > f.y and b.z > f.z and c.x not > e.x and c.y not > e.y and  and e.x > f.x and e.y > f.y and e.z > f.z and f.x not > c.x and  and g.x >  80882 and g.y >  90992 and g.z >  5602 and 
"-0.7768948,0.0,0.0,0.0,0.0,0.44782278,1.5400741,0.9051165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9408649272193768,[16],a.x >  37738 and a.y >  80909 and a.z >  8735
"-0.7768948,0.0,0.0,0.0,0.5177432,0.44782278,1.5400741,0.9051165,0.0,0.43333918,1.2186967,0.70840704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.99609375,"[16, 73]",a.x >  37738 and a.y >  80909 and a.z >  8735 and 
"-0.7768948,0.0,0.0,0.0,0.5177432,0.44782278,1.5400741,0.9051165,-0.01170659,0.43333918,1.2186967,0.70840704,-0.23556541,-0.7183736,-0.14927037,0.44782278,-1.3810459,-0.18902436,1.2186967,-0.105764985,0.0,0.8736079,0.9268515,-0.14927037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.0419921875,"[16, 73, 62, 10, 61]",a.x >  37738 and a.y >  80909 and a.z >  8735 and c.x not > d.x and c.y not > d.y and c.z not > d.z and d.x not > e.x and d.z not > e.z and 
"-0.1709293,0.0,0.0,0.0,-0.402053,0.9072777,-1.8522046,-0.18902436,0.0,0.8429717,0.30558252,-1.1275393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.75,"[4, 63]",
"-0.1709293,0.0,0.0,0.0,-0.402053,0.9072777,-1.8522046,-0.18902436,0.5177432,0.8429717,0.30558252,-1.1275393,0.0,0.34301406,0.8736079,-1.8522046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.75,"[4, 63, 73]",
"-0.1709293,0.0,0.0,0.0,-0.402053,0.9072777,-1.8522046,-0.18902436,0.5177432,0.8429717,0.30558252,-1.1275393,0.32214966,0.34301406,0.8736079,-1.8522046,0.0,-0.26676828,-0.105764985,-1.0032946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9375,"[4, 63, 73, 8]",
"0.32214966,0.0,0.0,0.0,-1.947619,-0.26676828,-0.19550203,-0.18037358,-1.1148477,-0.37209645,0.65110385,-1.8522046,1.5570691,0.53171515,0.63967603,0.70840704,0.7274042,-0.52104217,-0.75993305,0.8736079,0.0,-1.0121481,-0.14927037,1.6686074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.35546875,"[8, 13, 64, 54, 74]",a.x not = d.x and a.y not = d.y and a.z not = d.z and b.x not > c.x and b.y not > c.y and  and c.z > d.z and 
"0.32214966,0.0,0.0,0.0,-1.947619,-0.26676828,-0.19550203,-0.18037358,-1.1148477,-0.37209645,0.65110385,-1.8522046,1.5570691,0.53171515,0.63967603,0.70840704,0.7274042,-0.52104217,-0.75993305,0.8736079,0.32214966,-1.0121481,-0.14927037,1.6686074,0.0,0.79711986,-0.19550203,0.5237459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.515625,"[8, 13, 64, 54, 74, 8]",a.x not = d.x and a.y not = d.y and a.z not = d.z and b.x not > c.x and b.y not > c.y and  and c.z > d.z and e.x not > b.x and e.y not > b.y and e.z not > b.z and 
"-0.17739731,0.0,0.0,0.0,-0.23556541,0.06274441,1.0574329,0.8736079,-0.1709293,-0.45599565,-1.1509854,1.1903583,-1.1148477,-1.0953175,-0.12653075,1.1901459,-0.01170659,1.1903583,1.441748,0.25830948,-0.1709293,0.63967603,-0.25917888,1.2087597,-0.1709293,0.94722736,0.033364505,0.112603985,-1.6013154,-0.18037358,-1.1509854,-0.25917888,0.0,-2.27656,-0.19550203,-1.9422452,0.0",3.7421875,"[100, 10, 4, 64, 62, 4, 4, 23]",a.x > h.x and a.y > h.y and a.z > h.z and b.x not > e.x and b.y not > e.y and b.z not > e.z and c.x not < e.x and c.y not < e.y and c.z not < e.z and e.x not > d.x and e.y not > d.y and e.z not > d.z and f.x not < e.x and f.y not < e.y and  and g.x not < e.x and g.z not < e.z and 
"-0.19249736,0.0,0.0,0.0,0.1347182,-0.19550203,0.44782278,1.2087597,0.0,0.79711986,-1.8522046,0.9268515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.734375,"[97, 69]",a.x <  29279 and a.y <  19498 and a.z <  9463 and 
"-0.19249736,0.0,0.0,0.0,0.1347182,-0.19550203,0.44782278,1.2087597,-0.8284663,0.79711986,-1.8522046,0.9268515,0.08652671,-1.9740636,-1.9422452,0.34301406,-0.08637425,1.5400741,0.15423249,1.441748,0.0,1.292168,0.65110385,0.79711986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.834716796875,"[97, 69, 44, 53, 71]",a.x <  29279 and a.y <  19498 and a.z <  9463 and b.x < a.x and b.y < a.y and b.z < a.z and c.x < d.x and c.y < d.y and c.z < d.z and d.x not > a.x and d.z not > a.z and 
"0.08652671,0.0,0.0,0.0,0.76913714,0.44782278,-0.9485791,-1.9740636,0.0,0.65239567,0.7756002,0.66496736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.8125,"[53, 66]",
"0.08652671,0.0,0.0,0.0,0.76913714,0.44782278,-0.9485791,-1.9740636,-0.17739731,0.65239567,0.7756002,0.66496736,0.34759963,1.1903583,0.9268515,-1.9308118,1.0567229,0.94722736,0.94722736,-1.9740636,0.0,0.29748788,0.25830948,1.2087597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.2822265625,"[53, 66, 100, 75, 19]",d.x = b.x and d.y = b.y and d.z = b.z and 
"-0.23556541,0.0,0.0,0.0,-1.6013154,-0.18037358,1.292168,0.65239567,-1.4890969,0.25830948,-0.00036365993,0.077948466,-1.4890969,-1.0121481,-1.9308118,0.25830948,-0.08637425,0.65110385,-0.7183736,-0.018192561,-0.1709293,1.5400741,1.6686074,2.8294199,-0.37868884,1.0330436,1.5400741,-1.6747459,-0.1709293,1.9655542,0.7202119,-0.18902436,0.0,0.65239567,1.0574329,-0.00036365993,0.0",2.23046875,"[10, 23, 67, 67, 71, 4, 28, 4]",a.z not > e.z and b.y not < a.y and b.z not < a.z and c.z > b.z and d.z > b.z and e.x not < c.x and e.y not < c.y and e.z not < c.z and f.z not < e.z and g.x < f.x and  and 
"0.7274042,0.0,0.0,0.0,0.32214966,2.6690779,-0.98024446,-1.2135041,0.0,-1.904546,-1.4524277,0.9051165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.8125,"[74, 8]",a.y not > b.y and  and 
"-0.1709293,0.0,0.0,0.0,-0.1709293,-0.4193814,0.70840704,1.441748,-0.55203336,-0.071509734,0.8736079,-2.227426,-0.1709293,-0.17500906,-1.9822359,1.292168,-0.23556541,0.67410165,-1.0658216,-0.3515844,-1.1148477,1.2186967,-0.105764985,-1.1509854,-1.1148477,-0.7183736,0.8429717,0.6250638,0.0,1.2087597,-1.0953175,-0.18902436,0.0,0.0,0.0,0.0,0.0",3.80078125,"[4, 4, 47, 4, 10, 64, 64]",a.x not < e.x and a.y not < e.y and  and b.z not < e.z and d.x not < e.x and d.y not < e.y and d.z not < e.z and f.x > d.x and f.y > d.y and f.z > d.z and 
"-0.37868884,0.0,0.0,0.0,0.0,2.6690779,0.06274441,2.6690779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.8219982117059239,[28],
