pattern,rating,events,pattern_str
"0.7511629,0.0,0.0,0.0,-0.53279245,-0.18075643,-0.94047654,-0.4726075,0.51957995,0.65862805,-0.92529505,-0.48572922,0.5913989,0.5335542,-0.19528197,0.8775952,0.0,1.4156854,0.3552669,-0.55168086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.7687499999999998,"[62, 8, 74, 52]",a.x not > d.x and  and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y not > b.y and c.z not > b.z 
"-0.53279245,0.0,0.0,0.0,-0.13471155,0.70615584,-0.38033462,-0.45654118,0.86099607,-1.3300458,2.5119743,-0.45654118,-0.24160568,0.5475132,-0.98309666,0.47404125,0.0,0.22080576,1.2727034,0.4339084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5955,"[8, 64, 73, 13]",a.x not = d.x and a.y not = d.y and a.z not = d.z and b.y > d.y and b.z > d.z 
"0.70501214,0.0,0.0,0.0,0.50940454,-0.20551626,0.5486286,-0.056584455,0.0,0.8242912,1.4156854,0.22080576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6174999999999997,"[65, 99]",
"0.32437778,0.0,0.0,0.0,0.86099607,-0.42451325,-0.44976217,-1.7917913,-0.8691499,0.4339084,-0.0071045975,-0.42451325,-0.6944916,0.65862805,-0.48572922,1.6526085,0.0,0.8837442,0.781852,-1.902445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.343,"[40, 73, 47, 24]",a.x < c.x and a.y < c.y and a.z < c.z 
"0.32437778,0.0,0.0,0.0,0.86099607,-0.42451325,-0.44976217,-1.7917913,-0.8691499,0.4339084,-0.0071045975,-0.42451325,-0.6944916,0.65862805,-0.48572922,1.6526085,-0.53279245,0.8837442,0.781852,-1.902445,-0.38195708,-1.5130534,-0.8353376,0.47404125,-0.16663118,-0.20026173,0.5857793,0.8837442,0.0,-0.82994694,-0.87394685,1.6526085,0.0,0.0,0.0,0.0,0.0",1.60359375,"[40, 73, 47, 24, 8, 4, 100]",a.x < c.x and a.y < c.y and a.z < c.z and d.x not = a.x and d.y not = a.y and d.z not = a.z and e.x not = d.x and e.y not = d.y and e.z not = d.z and f.x not < e.x and f.z not < e.z 
"0.715712,0.0,0.0,0.0,-0.24160568,0.34941176,-0.8889038,-0.67559195,-3.0129292,0.16599564,-0.23639293,0.8242912,-0.53279245,-0.45654118,0.8451173,0.8242912,0.0,1.2640333,-0.4726075,0.5857793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.63625,"[98, 13, 10, 8]",b.y not > c.y and b.z not > c.z 
"0.715712,0.0,0.0,0.0,-0.24160568,0.34941176,-0.8889038,-0.67559195,-3.0129292,0.16599564,-0.23639293,0.8242912,-0.53279245,-0.45654118,0.8451173,0.8242912,-0.21217966,1.2640333,-0.4726075,0.5857793,-0.53279245,-0.574676,0.5296579,-0.38033462,-0.38195708,-0.38033462,1.0316114,-1.5452743,0.1537978,0.5296579,-0.98309666,-0.23230438,0.0,0.34941176,-1.5130534,1.2727034,0.0",-0.3482812499999999,"[98, 13, 10, 8, 71, 8, 4, 105]",b.y not > c.y and b.z not > c.z and c.x not > e.x and c.y not > e.y and c.z not > e.z and e.x not < c.x and e.y not < c.y and e.z not < c.z and f.x not = d.x and f.y not = d.y and f.z not = d.z and g.x not < e.x and g.z not < e.z 
"0.50940454,0.0,0.0,0.0,-3.0129292,-0.056926467,-0.44976217,-0.574676,0.0,0.9567949,-0.8353376,1.1302276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.0725,"[99, 10]",
"-1.2639223,0.0,0.0,0.0,-0.53279245,1.2727034,-0.20551626,-0.69247884,-0.38195708,-0.43971962,0.74032295,0.65862805,-0.5217265,0.8837442,0.4339084,-0.28774425,-3.0129292,1.1302276,0.43412462,0.74032295,-0.53279245,0.006980303,-0.056584455,-1.5452743,0.0,0.4751273,-0.8353376,-0.48572922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0,"[88, 8, 4, 28, 10, 8]",a.x not < b.x and a.y not < b.y and  and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y not < e.y and c.z not < e.z and d.x < f.x and  
"-1.2639223,0.0,0.0,0.0,0.0,-0.090982966,-0.090982966,-0.4726075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.0339395735819774,[88],
"-1.2639223,0.0,0.0,0.0,1.1211684,-0.090982966,-0.090982966,-0.4726075,-0.8399907,1.4156854,-0.28666398,-0.7520712,-0.4561485,-0.44976217,0.79136026,1.7350892,0.0,0.33002108,-0.16503073,-0.4726075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.269425,"[88, 16, 58, 57]",a.x not < b.x and a.y not < b.y and a.z not < b.z and b.x >  60006 and b.y >  42391 and b.z >  2622 
"-0.53279245,0.0,0.0,0.0,0.0,-1.7917913,-0.0071045975,0.33002108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.015955790106359,[8],
"-0.53279245,0.0,0.0,0.0,-0.5217265,-1.7917913,-0.0071045975,0.33002108,0.0,0.70615584,2.3998013,-0.6572774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.0725,"[8, 28]",
"-0.53279245,0.0,0.0,0.0,-0.5217265,-1.7917913,-0.0071045975,0.33002108,-0.8399907,0.70615584,2.3998013,-0.6572774,0.29034773,0.8242912,-0.67559195,0.26217124,-1.4526132,-0.20026173,-0.7520712,-0.69247884,-0.21217966,0.5335542,0.8837442,-1.902445,-0.38195708,0.5209106,0.49519753,0.5475132,0.0,0.47404125,1.2727034,1.7777393,0.0,0.0,0.0,0.0,0.0",3.4547187500000005,"[8, 28, 58, 19, 69, 71, 4]",a.y not = d.y and a.z not = d.z and b.x < f.x and b.y < f.y and b.z < f.z and c.x < g.x and c.y < g.y and c.z < g.z and d.x = a.x and d.y = a.y and d.z = a.z and e.x < a.x and e.y < a.y and e.z < a.z and f.y not < c.y and  
"-0.53279245,0.0,0.0,0.0,-0.5217265,-1.7917913,-0.0071045975,0.33002108,-0.8399907,0.70615584,2.3998013,-0.6572774,0.29034773,0.8242912,-0.67559195,0.26217124,-1.4526132,-0.20026173,-0.7520712,-0.69247884,-0.21217966,0.5335542,0.8837442,-1.902445,-0.38195708,0.5209106,0.49519753,0.5475132,1.9635494,0.47404125,1.2727034,1.7777393,0.0,-1.6711625,0.74032295,-0.48572922,0.0",3.5117343750000005,"[8, 28, 58, 19, 69, 71, 4, 75]",a.y not = d.y and a.z not = d.z and b.x < f.x and b.y < f.y and b.z < f.z and c.x < g.x and c.y < g.y and c.z < g.z and d.x = a.x and d.y = a.y and d.z = a.z and e.x < a.x and e.y < a.y and e.z < a.z and f.y not < c.y and  and g.x not < e.x and g.y not < e.y and g.z not < e.z 
"-0.38195708,0.0,0.0,0.0,0.564358,-0.18075643,-0.7520712,-1.3300458,-0.38195708,1.6526085,-1.483214,-0.94047654,0.0,-1.483214,-0.4726075,-0.92529505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.665,"[4, 67, 4]",
"-0.14240444,0.0,0.0,0.0,0.70501214,-0.8353376,-0.20551626,-1.483214,0.0,-0.19528197,0.70615584,1.7777393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.077,"[14, 65]",a.x =  42089 and a.z =  14308 
"-0.14240444,0.0,0.0,0.0,0.70501214,-0.8353376,-0.20551626,-1.483214,-0.8691499,-0.19528197,0.70615584,1.7777393,0.0,-0.19528197,0.5857793,-0.5405719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.20995,"[14, 65, 47]",a.x =  42089 and a.z =  14308 and b.x > c.x and b.y > c.y and b.z > c.z 
"-0.14240444,0.0,0.0,0.0,0.70501214,-0.8353376,-0.20551626,-1.483214,-0.8691499,-0.19528197,0.70615584,1.7777393,-0.53279245,-0.19528197,0.5857793,-0.5405719,0.0,-2.6992166,-0.94047654,-1.483214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6157950000000003,"[14, 65, 47, 8]",a.x =  42089 and a.z =  14308 and b.x > c.x and b.y > c.y and b.z > c.z 
"-0.14240444,0.0,0.0,0.0,0.70501214,-0.8353376,-0.20551626,-1.483214,-0.8691499,-0.19528197,0.70615584,1.7777393,-0.53279245,-0.19528197,0.5857793,-0.5405719,-0.53279245,-2.6992166,-0.94047654,-1.483214,-0.4561485,0.5296579,-0.7520712,-0.29395533,0.0,1.3434942,-0.48572922,1.2307438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.3234200000000005,"[14, 65, 47, 8, 8, 57]",a.x =  42089 and a.z =  14308 and b.x > c.x and b.y > c.y and b.z > c.z and e.x not = d.x and e.z not = d.z 
"-0.24160568,0.0,0.0,0.0,-0.13471155,-0.19528197,0.5335542,-0.056584455,1.0404971,-0.18075643,0.33002108,-0.090982966,-1.2639223,-0.4726075,-0.046006493,0.70615584,0.0,0.49519753,-0.67559195,-0.48572922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.5955,"[13, 64, 54, 88]",a.x not > c.x and a.y not > c.y and a.z not > c.z and b.x > d.x and b.z > d.z 
"-0.53279245,0.0,0.0,0.0,-0.13471155,1.2717271,0.47404125,0.006980303,-3.0129292,-0.28774425,-0.43971962,-0.0071045975,0.016425842,-0.5405719,-0.23230438,0.49519753,0.86099607,-1.0390722,0.781852,-0.28774425,-1.2639223,-0.38033462,-0.82994694,0.45118022,0.0,0.8578295,-1.7917913,1.9378093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.4646875,"[8, 64, 10, 38, 73, 88]",a.x not = d.x and a.y not = d.y and a.z not = d.z and b.x > d.x and b.z > d.z and c.y not > e.y and c.z not > e.z 
"-0.4697604,0.0,0.0,0.0,-3.0129292,0.5646935,0.8242912,0.5209106,-0.24160568,0.5486286,-1.1436456,-1.290482,-0.13471155,0.2275822,-0.046006493,0.5646935,-0.38195708,0.34941176,0.22080576,-0.056926467,0.0,-0.19528197,-0.67559195,0.5646935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.7443749999999998,"[53, 10, 13, 64, 4]",b.x not > e.x and b.y not > e.y and b.z not > e.z 
"-0.16663118,0.0,0.0,0.0,0.016425842,-0.45654118,-0.45654118,0.5209106,-0.6944916,-0.28666398,1.2307438,0.781852,-0.53279245,1.6526085,0.43412462,-0.574676,0.0,-0.45654118,1.2717271,0.8837442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.53625,"[100, 38, 24, 8]",c.x not = a.x and c.z not = a.z 
"-0.16663118,0.0,0.0,0.0,0.016425842,-0.45654118,-0.45654118,0.5209106,-0.6944916,-0.28666398,1.2307438,0.781852,-0.53279245,1.6526085,0.43412462,-0.574676,0.1393737,-0.45654118,1.2717271,0.8837442,0.0,0.781852,0.79136026,0.9567949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.216125,"[100, 38, 24, 8, 61]",c.x not = a.x and c.z not = a.z 
"-0.16663118,0.0,0.0,0.0,0.016425842,-0.45654118,-0.45654118,0.5209106,-0.6944916,-0.28666398,1.2307438,0.781852,-0.53279245,1.6526085,0.43412462,-0.574676,0.1393737,-0.45654118,1.2717271,0.8837442,-3.0129292,0.781852,0.79136026,0.9567949,0.86099607,0.41660112,1.2329727,0.8451173,-0.53279245,0.5646935,0.65862805,0.47404125,0.0,0.22080576,-0.94047654,1.7350892,0.0",3.32696875,"[100, 38, 24, 8, 61, 10, 73, 8]",a.x > h.x and a.y > h.y and a.z > h.z and b.x > g.x and b.y > g.y and  and c.x not = a.x and c.z not = a.z and f.x not > e.x and f.z not > e.z and g.x = h.x and g.y = h.y and g.z = h.z 
"-1.4526132,0.0,0.0,0.0,0.7511629,-0.6572774,0.8451173,0.9567949,-0.8691499,-0.8353376,0.09552577,0.5209106,-0.38195708,0.65862805,1.7777393,0.49519753,-0.53279245,-0.43971962,-0.090982966,0.5486286,-1.4526132,-0.20026173,1.0316114,-0.5921118,0.0,-0.5405719,-0.28774425,-0.056926467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.0216874999999996,"[69, 62, 47, 4, 8, 69]",b.x not > d.x and b.z not > d.z and d.z not < e.z and e.z not = d.z 
"-1.4526132,0.0,0.0,0.0,0.7511629,-0.6572774,0.8451173,0.9567949,-0.8691499,-0.8353376,0.09552577,0.5209106,-0.38195708,0.65862805,1.7777393,0.49519753,-0.53279245,-0.43971962,-0.090982966,0.5486286,-1.4526132,-0.20026173,1.0316114,-0.5921118,0.51957995,-0.5405719,-0.28774425,-0.056926467,0.0,-0.18075643,0.8837442,-0.69247884,0.0,0.0,0.0,0.0,0.0",2.3107499999999996,"[69, 62, 47, 4, 8, 69, 74]",b.x not > d.x and b.z not > d.z and d.z not < e.z and e.z not = d.z and f.x < a.x and f.y < a.y and  
"0.715712,0.0,0.0,0.0,-1.4526132,0.43412462,0.2275822,-0.8889038,0.0,-0.18075643,-1.5130534,-0.92529505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.59725,"[98, 69]",
"0.715712,0.0,0.0,0.0,-1.4526132,0.43412462,0.2275822,-0.8889038,2.5130293,-0.18075643,-1.5130534,-0.92529505,0.0,-1.902445,-0.92529505,1.3434942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.934725,"[98, 69, 59]",b.x < a.x and b.y < a.y and b.z < a.z 
"0.715712,0.0,0.0,0.0,-1.4526132,0.43412462,0.2275822,-0.8889038,2.5130293,-0.18075643,-1.5130534,-0.92529505,0.70501214,-1.902445,-0.92529505,1.3434942,0.016425842,0.5209106,0.16599564,-0.48572922,-0.38195708,1.9290671,-0.67559195,0.65862805,-0.2880653,1.2329727,0.43412462,-0.8353376,0.0,-1.5130534,0.8837442,0.012812977,0.0,0.0,0.0,0.0,0.0",2.86889375,"[98, 69, 59, 65, 38, 4, 68]",b.x < a.x and b.y < a.y and b.z < a.z and c.x = d.x and c.y = d.y and c.z = d.z and d.x > c.x and d.y > c.y and d.z > c.z and e.x > g.x and e.y > g.y and  and f.x not < e.x and f.y not < e.y and f.z not < e.z 
"0.86099607,0.0,0.0,0.0,-3.0129292,-0.4726075,0.5646935,-0.056926467,0.0,-1.7917913,-0.16503073,0.65862805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.0725,"[73, 10]",
"2.5130293,0.0,0.0,0.0,-0.53279245,-0.20026173,1.7118248,-1.3300458,0.715712,-0.42952806,-0.5921118,0.16599564,0.1537978,0.33002108,-0.43971962,-0.87394685,-0.53279245,-0.18075643,1.2717271,-1.6711625,-0.53279245,0.19728483,0.5209106,-0.28774425,0.0,-1.1436456,1.2640333,-0.92529505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.6171249999999997,"[59, 8, 98, 105, 8, 8]",a.y = d.y and a.z = d.z and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y > a.y and  and e.x not = d.x and e.y not = d.y and e.z not = d.z 
"2.5130293,0.0,0.0,0.0,-0.53279245,-0.20026173,1.7118248,-1.3300458,0.715712,-0.42952806,-0.5921118,0.16599564,0.1537978,0.33002108,-0.43971962,-0.87394685,-0.53279245,-0.18075643,1.2717271,-1.6711625,-0.53279245,0.19728483,0.5209106,-0.28774425,0.86099607,-1.1436456,1.2640333,-0.92529505,0.0,-0.92529505,1.4156854,-0.28774425,0.0,0.0,0.0,0.0,0.0",2.7627499999999996,"[59, 8, 98, 105, 8, 8, 73]",a.y = d.y and a.z = d.z and b.x not = d.x and b.y not = d.y and b.z not = d.z and c.y > a.y and  and e.x not = d.x and e.y not = d.y and e.z not = d.z and f.x not = d.x and f.y not = d.y and f.z not = d.z 
"-0.13471155,0.0,0.0,0.0,-0.53279245,0.5335542,-0.98309666,-1.3300458,-0.53279245,-0.5921118,0.8578295,0.5857793,0.0,-0.92529505,-0.69247884,1.4156854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9475,"[64, 8, 8]",
"-0.13471155,0.0,0.0,0.0,-0.53279245,0.5335542,-0.98309666,-1.3300458,-0.53279245,-0.5921118,0.8578295,0.5857793,0.1393737,-0.92529505,-0.69247884,1.4156854,-3.0129292,-0.19528197,-0.046006493,-1.7917913,2.5130293,0.8775952,0.006980303,-0.8353376,0.1393737,-0.056926467,0.2275822,-0.16503073,0.0,1.6526085,-0.16503073,0.16599564,0.0,0.0,0.0,0.0,0.0",4.472,"[64, 8, 8, 61, 10, 59, 61]",a.x > d.x and a.y > d.y and a.z > d.z and b.x not = d.x and b.z not = d.z and c.x not = d.x and c.y not = d.y and c.z not = d.z and d.x = e.x and d.y = e.y and d.z = e.z and f.x = d.x and f.y = d.y and f.z = d.z 
"0.32437778,0.0,0.0,0.0,0.564358,-0.38033462,0.8837442,0.33002108,-0.53279245,0.5475132,-0.8353376,-0.23230438,-0.7423636,0.41660112,-0.4726075,0.006980303,-0.16663118,-0.45654118,-0.55168086,0.5646935,0.50940454,1.7777393,-0.38033462,-0.8353376,0.0,0.43412462,1.6526085,0.4751273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.1378875,"[40, 67, 8, 106, 100, 99]",a.x < c.x and a.y < c.y and a.z < c.z and c.x not = d.x and c.y not = d.y and c.z not = d.z and d.x < e.x and d.y < e.y and d.z < e.z 
"0.32437778,0.0,0.0,0.0,0.564358,-0.38033462,0.8837442,0.33002108,-0.53279245,0.5475132,-0.8353376,-0.23230438,-0.7423636,0.41660112,-0.4726075,0.006980303,-0.16663118,-0.45654118,-0.55168086,0.5646935,0.50940454,1.7777393,-0.38033462,-0.8353376,0.7511629,0.43412462,1.6526085,0.4751273,-0.2880653,-0.45654118,-0.574676,0.8578295,0.0,0.5335542,0.3552669,0.4339084,0.0",3.924384374999999,"[40, 67, 8, 106, 100, 99, 62, 68]",a.x < c.x and a.y < c.y and a.z < c.z and c.x not = d.x and c.y not = d.y and c.z not = d.z and d.x < e.x and d.y < e.y and d.z < e.z and e.x > h.x and e.y > h.y and e.z > h.z and g.y not > d.y and  
"0.32437778,0.0,0.0,0.0,-0.53279245,-0.28666398,1.2640333,-1.7917913,0.5913989,1.3388705,-0.4726075,1.9290671,-3.0129292,-0.090982966,-0.18075643,-0.38033462,0.0,0.41660112,-0.29395533,-0.87394685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3137499999999998,"[40, 8, 52, 10]",a.x < c.x and a.y < c.y and a.z < c.z and b.x not = d.x and b.y not = d.y and  and c.x not < d.x and c.y not < d.y and c.z not < d.z 
"1.1476748,0.0,0.0,0.0,0.1537978,-0.090982966,0.16599564,-0.29395533,2.5130293,-0.92421544,0.65862805,0.2275822,-0.21217966,0.5335542,0.70615584,-0.056584455,-0.8399907,1.4156854,-0.92421544,-0.42451325,-0.5217265,0.19728483,0.5335542,1.2727034,0.0,-0.056584455,-0.8353376,-0.20026173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.2556875,"[44, 105, 59, 71, 58, 28]",a.x < d.x and a.y < d.y and a.z < d.z and c.x = d.x and c.y = d.y and c.z = d.z and d.x not < c.x and d.y not < c.y and d.z not < c.z 
