pattern,rating,events,pattern_str
"1.9489645,0.0,0.0,0.0,1.3119506,0.31185648,0.55878085,0.7170187,-0.4429847,0.46433327,1.3784934,-0.18017744,-0.13625148,1.0830374,0.012544881,1.703882,-2.7128441,-2.476453,0.6392029,-1.0139198,-0.19897948,0.41549355,-1.8146769,-0.15806147,0.30792558,0.0074889176,2.1531909,0.0074889176,0.0,1.4923863,-2.2799082,0.93198395,0.0,0.0,0.0,0.0,0.0",4.56538625,"[106, 4, 66, 88, 8, 57, 14]",a.x < e.x and a.z < e.z and b.x not < e.x and b.y not < e.y and b.z not < e.z and c.x < b.x and c.y < b.y and  and d.x not < b.x and d.y not < b.y and d.z not < b.z and e.x not = d.x and e.y not = d.y and e.z not = d.z and f.x not = c.x and f.y not = c.y and f.z not = c.z and g.x =  36558 and g.y =  68099 and g.z =  909
"0.46594426,0.0,0.0,0.0,0.0,-0.8678687,-0.3117138,1.9286572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9125235132360873,[47],
"0.1939963,0.0,0.0,0.0,0.21022835,0.12720782,2.1531909,0.8476944,1.3119506,-0.17346567,-1.3487794,0.8974201,0.0,-0.27823246,-0.48205104,-0.015950462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.2671999999999994,"[54, 10, 4]",
"0.2616971,0.0,0.0,0.0,0.0,-1.8146769,-1.3594273,-0.49567485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.92544395009558,[52],
"0.2616971,0.0,0.0,0.0,-0.3743328,-1.8146769,-1.3594273,-0.49567485,0.0,2.1531909,0.02160012,-1.2213817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.35425,"[52, 62]",
"0.2616971,0.0,0.0,0.0,-0.3743328,-1.8146769,-1.3594273,-0.49567485,0.4056222,2.1531909,0.02160012,-1.2213817,0.1939963,0.12720782,-1.9944555,-0.015950462,-2.7128441,0.67679614,0.841007,0.19808768,0.21022835,-0.36669296,1.8724756,-0.9721838,1.3480844,-2.0168226,0.10929239,-1.2365353,0.21022835,-2.4561143,0.8449902,1.4176247,0.0,-0.7681338,0.6269036,-0.34971005,0.0",4.542922775,"[52, 62, 65, 54, 8, 10, 69, 10]",a.x not < d.x and  and b.x not > d.x and b.y not > d.y and b.z not > d.z and d.x = g.x and d.y = g.y and d.z = g.z and e.y not = d.y and e.z not = d.z and f.x not > e.x and f.y not > e.y and f.z not > e.z and g.x < a.x and g.y < a.y and g.z < a.z and 
"0.1939963,0.0,0.0,0.0,-0.970396,-0.9714518,1.4176247,0.10416417,-1.0126468,-1.5466828,-0.88639754,0.7170187,0.0,1.0830374,2.1531909,1.3784934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4871999999999996,"[54, 23, 74]",b.x not < a.x and b.y not < a.y and b.z not < a.z and 
"-2.7128441,0.0,0.0,0.0,0.0,0.841007,0.16729644,-1.3594273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1786588499790402,[8],
"-2.7128441,0.0,0.0,0.0,-0.970396,0.841007,0.16729644,-1.3594273,-1.090282,-1.5466828,-0.015950462,0.02160012,-0.29899663,2.1531909,0.6039874,-0.27823246,0.0,-0.27823246,1.408866,0.16729644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.1118999999999994,"[8, 23, 63, 44]",a.x not = d.x and  and b.x not < a.x and  and c.x not = b.x and c.y not = b.y and c.z not = b.z and 
"-2.7128441,0.0,0.0,0.0,-0.970396,0.841007,0.16729644,-1.3594273,-1.090282,-1.5466828,-0.015950462,0.02160012,-0.29899663,2.1531909,0.6039874,-0.27823246,1.3935039,-0.27823246,1.408866,0.16729644,1.9489645,1.2722838,-1.2365353,1.9286572,0.0,-0.413989,-0.3649498,0.8974201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.4220025000000005,"[8, 23, 63, 44, 100, 106]",a.x not = d.x and  and b.x not < a.x and  and c.x not = b.x and c.y not = b.y and c.z not = b.z and 
"1.85558,0.0,0.0,0.0,-0.17923479,1.9286572,1.4976472,-0.36669296,1.3480844,0.46433327,-0.49121633,-1.5466828,0.0,-0.99333334,0.41549355,1.6700721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6876750000000005,"[99, 68, 69]",
"1.85558,0.0,0.0,0.0,-0.17923479,1.9286572,1.4976472,-0.36669296,1.3480844,0.46433327,-0.49121633,-1.5466828,1.3119506,-0.99333334,0.41549355,1.6700721,0.21022835,1.2722838,-1.1546751,0.7672917,-1.2302011,0.6039874,-1.7844353,0.16729644,0.0,-1.7844353,-1.5466828,0.0074889176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.7866345000000003,"[99, 68, 69, 4, 10, 40]",a.x = f.x and a.z = f.z and b.x > e.x and b.y > e.y and  and c.x < a.x and c.z < a.z and d.x not < e.x and d.y not < e.y and d.z not < e.z and 
"-0.3207987,0.0,0.0,0.0,0.30004084,-0.9714518,-0.56709933,0.802178,0.97030133,0.8476944,1.0830374,-0.15806147,-0.3743328,-2.2799082,-0.3117138,0.46433327,0.0,-2.476453,-0.516554,-0.9721838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.6502,"[75, 98, 49, 62]",a.z = b.z and b.y > a.y and  and 
"-1.1361121,0.0,0.0,0.0,0.1939963,0.10416417,0.3940152,-1.4545207,-0.42170984,0.6039874,-0.88639754,1.6700721,-0.970396,-0.8699576,0.26375166,-1.3594273,1.3119506,0.41549355,-0.87857455,0.10929239,-1.090282,0.35583007,-0.7703771,-0.9714518,-0.29899663,0.19808768,-1.4545207,-1.4434769,0.30792558,1.755841,-0.15806147,-0.88639754,0.0,-0.56709933,0.55878085,1.3784934,0.0",3.712521625000001,"[24, 54, 61, 23, 4, 63, 44, 14]",b.x = g.x and b.y = g.y and b.z = g.z and c.x = e.x and c.y = e.y and c.z = e.z and d.x not < a.x and  and f.x not = b.x and f.y not = b.y and f.z not = b.z and g.y < d.y and g.z < d.z and h.z =  11021
"1.2150322,0.0,0.0,0.0,1.5679405,0.7170187,-0.34971005,1.2722838,0.0,-1.9240217,0.6039874,-1.2365353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.077,"[73, 97]",b.y <  7211 and b.z <  5082
"1.2150322,0.0,0.0,0.0,1.5679405,0.7170187,-0.34971005,1.2722838,-0.047318283,-1.9240217,0.6039874,-1.2365353,0.0,-1.5466828,0.26375166,0.16729644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.4327,"[73, 97, 64]",b.y <  7211 and b.z <  5082 and 
"1.2150322,0.0,0.0,0.0,1.5679405,0.7170187,-0.34971005,1.2722838,-0.047318283,-1.9240217,0.6039874,-1.2365353,-0.3743328,-1.5466828,0.26375166,0.16729644,0.0,0.6039874,0.8974201,0.068815224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.58922,"[73, 97, 64, 62]",b.y <  7211 and b.z <  5082 and c.x > d.x and c.y > d.y and c.z > d.z and 
"1.2150322,0.0,0.0,0.0,1.5679405,0.7170187,-0.34971005,1.2722838,-0.047318283,-1.9240217,0.6039874,-1.2365353,-0.3743328,-1.5466828,0.26375166,0.16729644,0.21022835,0.6039874,0.8974201,0.068815224,0.0,0.802178,0.8449902,-1.8146769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.66802,"[73, 97, 64, 62, 10]",b.y <  7211 and b.z <  5082 and c.x > d.x and c.y > d.y and c.z > d.z and 
"1.2150322,0.0,0.0,0.0,1.5679405,0.7170187,-0.34971005,1.2722838,-0.047318283,-1.9240217,0.6039874,-1.2365353,-0.3743328,-1.5466828,0.26375166,0.16729644,0.21022835,0.6039874,0.8974201,0.068815224,-1.2302011,0.802178,0.8449902,-1.8146769,1.3119506,0.93198395,0.0074889176,1.4923863,0.0,-0.49363887,-1.3487794,0.8476944,0.0,0.0,0.0,0.0,0.0",4.1052276999999995,"[73, 97, 64, 62, 10, 40, 4]",b.y <  7211 and b.z <  5082 and c.x > d.x and c.y > d.y and c.z > d.z and f.x < c.x and f.y < c.y and f.z < c.z and 
"0.97030133,0.0,0.0,0.0,0.21022835,0.841007,-1.1546751,0.10929239,-0.19897948,1.8724756,0.7672917,2.1531909,-2.1889012,1.6700721,-1.3594273,0.802178,-2.7128441,1.0830374,0.46433327,0.93198395,-1.090282,-0.36387348,-0.49363887,0.10929239,0.21022835,-0.8678687,1.4976472,-2.476453,0.0,0.6039874,-0.88639754,-0.17346567,0.0,0.0,0.0,0.0,0.0",4.5375375,"[49, 10, 57, 13, 8, 63, 10]",a.x > f.x and a.y > f.y and a.z > f.z and b.x not > e.x and b.y not > e.y and b.z not > e.z and d.y not > c.y and  and e.x not = d.x and e.y not = d.y and e.z not = d.z and f.x not = b.x and f.y not = b.y and f.z not = b.z and 
"1.3935039,0.0,0.0,0.0,-2.7128441,-0.3117138,-1.4434769,-0.99333334,0.0,-0.88639754,-2.4561143,-0.6450816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.577,"[100, 8]",
"1.5679405,0.0,0.0,0.0,-0.29899663,0.7818076,0.6155221,1.4923863,0.46594426,-0.27823246,1.4176247,0.10929239,0.85577255,0.6601738,1.3784934,-1.5466828,0.4056222,-0.15806147,0.9171435,0.16729644,-0.6890541,0.068815224,0.7818076,-0.36387348,1.9489645,0.67679614,-2.2799082,-0.3649498,0.0,-1.8146769,1.9306314,1.9306314,0.0,0.0,0.0,0.0,0.0",5.251136250000001,"[97, 44, 47, 19, 65, 58, 106]",a.x <  90061 and a.y <  12642 and a.z <  693 and b.x < d.x and  and d.x = a.x and d.y = a.y and  and e.x > c.x and e.y > c.y and e.z > c.z and f.x < g.x and f.y < g.y and  and 
"1.3119506,0.0,0.0,0.0,0.0,1.703882,-0.516554,-2.2799082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.0570737525992233,[4],
"1.3119506,0.0,0.0,0.0,1.5679405,1.703882,-0.516554,-2.2799082,-0.13625148,0.4284118,0.02160012,0.7170187,0.1939963,-0.49363887,0.068815224,-0.8699576,-0.13625148,0.9171435,0.7672917,-1.3487794,-0.17923479,0.6392029,-0.17346567,0.802178,1.3119506,-0.48205104,1.9286572,-0.49567485,-0.6890541,-0.7703771,0.9171435,-0.8699576,0.0,-1.9240217,0.0074889176,0.8974201,0.0",4.775156750000001,"[4, 97, 88, 54, 88, 68, 4, 58]",a.x not < e.x and a.y not < e.y and a.z not < e.z and b.x <  5764 and b.y <  72026 and b.z <  13906 and c.x not < b.x and c.y not < b.y and c.z not < b.z and d.x = g.x and d.y = g.y and d.z = g.z and e.y not < b.y and e.z not < b.z and f.x > e.x and f.y > e.y and f.z > e.z and g.y not < e.y and g.z not < e.z and 
"-1.5628816,0.0,0.0,0.0,-1.2302011,-1.0139198,-0.44822484,-0.3649498,0.21022835,0.6269036,-1.2213817,0.10929239,-0.19897948,-0.36387348,-0.36387348,0.35382694,0.0,0.26375166,-0.99333334,0.35583007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.093675,"[28, 40, 10, 57]",b.x < c.x and  and 
"-1.5628816,0.0,0.0,0.0,-1.2302011,-1.0139198,-0.44822484,-0.3649498,0.21022835,0.6269036,-1.2213817,0.10929239,-0.19897948,-0.36387348,-0.36387348,0.35382694,0.21022835,0.26375166,-0.99333334,0.35583007,0.0,-0.21825139,0.16729644,-2.0168226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.7639,"[28, 40, 10, 57, 10]",b.x < c.x and  and c.x not > e.x and c.y not > e.y and c.z not > e.z and d.x not = c.x and d.y not = c.y and d.z not = c.z and 
"-1.5628816,0.0,0.0,0.0,-1.2302011,-1.0139198,-0.44822484,-0.3649498,0.21022835,0.6269036,-1.2213817,0.10929239,-0.19897948,-0.36387348,-0.36387348,0.35382694,0.21022835,0.26375166,-0.99333334,0.35583007,-0.970396,-0.21825139,0.16729644,-2.0168226,0.85577255,-0.9721838,1.4176247,0.35583007,0.2616971,1.408866,0.35583007,1.2722838,0.0,0.12720782,-0.9721838,-0.3649498,0.0",4.86267025,"[28, 40, 10, 57, 10, 23, 19, 52]",a.y < f.y and a.z < f.z and b.x < c.x and  and c.x not > e.x and c.y not > e.y and c.z not > e.z and d.x not = c.x and d.y not = c.y and d.z not = c.z and f.x not < a.x and f.z not < a.z and g.x = a.x and g.y = a.y and g.z = a.z and 
"1.3119506,0.0,0.0,0.0,-0.13625148,0.41549355,1.6700721,-2.296854,1.3480844,-1.3594273,0.6269036,-1.9240217,-0.047318283,0.31185648,-0.7703771,-1.2365645,-0.3743328,0.7170187,-0.7703771,1.0830374,0.30004084,-1.9944555,0.6392029,-1.6132191,0.0,-0.49121633,-1.1546751,-0.36669296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.606855,"[4, 88, 69, 64, 62, 98]",a.x not < e.x and a.y not < e.y and a.z not < e.z and c.x < a.x and c.y < a.y and c.z < a.z and e.x not > d.x and e.y not > d.y and e.z not > d.z and 
"1.3119506,0.0,0.0,0.0,-2.7128441,1.703882,-0.17346567,0.6269036,0.0,-0.56709933,1.4976472,-1.297302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9924999999999997,"[4, 8]",
"1.3119506,0.0,0.0,0.0,-2.7128441,1.703882,-0.17346567,0.6269036,0.21022835,-0.56709933,1.4976472,-1.297302,0.85577255,-0.88639754,-1.3594273,1.0830374,-2.1889012,1.9306314,0.7170187,0.0074889176,-2.7128441,-0.99333334,0.8476944,-0.49121633,0.21022835,-0.3649498,0.6601738,1.8724756,0.0,0.068815224,1.755841,-0.7703771,0.0,0.0,0.0,0.0,0.0",0,"[4, 8, 10, 19, 13, 8, 10]",a.x not < e.x and a.y not < e.y and a.z not < e.z and c.x not > e.x and c.y not > e.y and c.z not > e.z and d.x = a.x and d.y = a.y and d.z = a.z and e.x not > c.x and e.z not > c.z and f.x not = d.x and f.y not = d.y and f.z not = d.z and 
"-0.42170984,0.0,0.0,0.0,-1.1361121,-1.4434769,-0.15806147,0.19808768,0.97030133,0.6039874,0.35583007,-0.88639754,0.50164956,-0.5693804,-0.6101598,-1.3487794,-0.42170984,-2.296854,-1.9240217,0.4284118,0.0,0.6039874,-0.48205104,0.8476944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.401300000000001,"[61, 24, 49, 59, 61]",a.y = e.y and  and b.x not = a.x and b.y not = a.y and b.z not = a.z and 
"0.2616971,0.0,0.0,0.0,0.0,0.26375166,-0.27823246,0.55878085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.939401055182104,[52],
"0.2616971,0.0,0.0,0.0,0.21022835,0.26375166,-0.27823246,0.55878085,1.3935039,-0.6101598,-0.88639754,-0.6450816,0.0,-0.87857455,-0.87857455,1.4923863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.890175,"[52, 10, 100]",
"0.21022835,0.0,0.0,0.0,1.5679405,0.8974201,-0.8699576,-0.49567485,1.3480844,-1.9240217,-1.6132191,0.16729644,-1.090282,-2.2799082,-1.2365645,-1.7844353,-0.29899663,-1.6132191,0.068815224,-0.7681338,0.21022835,1.755841,0.8476944,-0.7681338,0.0,-0.17346567,-1.2365353,-0.49121633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.5698175,"[10, 97, 69, 63, 44, 10]",a.x not > e.x and a.y not > e.y and a.z not > e.z and b.x <  1909 and b.y <  31554 and b.z <  7996 and c.x < a.x and c.y < a.y and c.z < a.z and d.x not = b.x and d.y not = b.y and d.z not = b.z and 
"0.37502566,0.0,0.0,0.0,1.3119506,-0.48205104,0.10416417,1.9286572,1.5689192,0.14204037,-2.0168226,-1.297302,0.0,0.46433327,1.8724756,-1.3594273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.3725,"[71, 4, 105]",a.x not < c.x and a.y not < c.y and a.z not < c.z and 
"0.37502566,0.0,0.0,0.0,1.3119506,-0.48205104,0.10416417,1.9286572,1.5689192,0.14204037,-2.0168226,-1.297302,1.2150322,0.46433327,1.8724756,-1.3594273,-0.29899663,-0.36669296,-1.2365645,0.10416417,-2.7128441,1.703882,-2.476453,-1.0139198,-1.2302011,-1.0139198,-1.2213817,0.93198395,-0.047318283,0.6601738,1.9306314,-1.2365645,0.0,-0.7681338,-0.5693804,0.841007,0.0",4.490776125,"[71, 4, 105, 73, 44, 8, 40, 64]",a.x not < c.x and a.y not < c.y and a.z not < c.z and b.x not < e.x and b.y not < e.y and b.z not < e.z and c.x < h.x and c.y < h.y and c.z < h.z and d.x = h.x and d.y = h.y and  and e.x < d.x and e.y < d.y and  and f.x not = d.x and f.y not = d.y and f.z not = d.z and g.x < c.x and g.y < c.y and  and 
"1.3119506,0.0,0.0,0.0,1.3119506,-1.0139198,-1.4434769,0.14204037,1.3119506,1.4976472,-0.34971005,0.7818076,1.5689192,0.41549355,0.31185648,1.755841,0.0,0.26375166,0.9171435,0.7672917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.0535,"[4, 4, 4, 105]",
"1.3119506,0.0,0.0,0.0,1.3119506,-1.0139198,-1.4434769,0.14204037,1.3119506,1.4976472,-0.34971005,0.7818076,1.5689192,0.41549355,0.31185648,1.755841,-0.3743328,0.26375166,0.9171435,0.7672917,-0.29899663,-0.6101598,-0.88639754,-1.7844353,0.30792558,-2.296854,-2.476453,0.6039874,0.0,1.9286572,1.0830374,0.41549355,0.0,0.0,0.0,0.0,0.0",5.820869999999999,"[4, 4, 4, 105, 62, 44, 14]",a.y not < e.y and a.z not < e.z and b.x not < e.x and b.y not < e.y and  and c.x not < e.x and c.z not < e.z and e.y not > d.y and e.z not > d.z and f.x < d.x and f.y < d.y and f.z < d.z and g.x =  80794 and g.y =  29701 and 
"-1.1361121,0.0,0.0,0.0,-1.0770749,0.35382694,-0.49567485,-0.36387348,-1.1361121,-0.15806147,-0.99333334,-0.17346567,-0.3207987,0.8476944,1.9306314,-0.7703771,-0.13625148,0.07914255,0.6155221,0.6872105,0.97030133,-1.2365353,-1.3594273,0.26375166,0.0,-0.17346567,0.35583007,1.0830374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.556122,"[24, 53, 24, 75, 88, 49]",b.x not > a.x and b.z not > a.z and c.x not = a.x and c.y not = a.y and  and d.y = b.y and d.z = b.z and e.x not < b.x and e.y not < b.y and e.z not < b.z and 
"-1.1361121,0.0,0.0,0.0,0.21022835,0.12720782,0.31185648,-0.49567485,1.5689192,-0.49363887,0.10929239,0.31185648,0.30792558,-1.9240217,-0.516554,1.3784934,0.21022835,1.4923863,-1.0139198,0.6872105,1.3119506,0.6392029,1.8724756,0.10416417,1.3935039,-0.49567485,-0.17346567,0.068815224,0.0,-0.27823246,1.408866,-2.476453,0.0,0.0,0.0,0.0,0.0",4.132666725,"[24, 10, 105, 14, 10, 4, 100]",b.x not > e.x and b.y not > e.y and  and d.z =  3674 and f.x not < e.x and f.y not < e.y and f.z not < e.z and 
