pattern,rating,events,actions,conds,pattern_str
"-1.3985066,0.0,0.0,0.0,0.0,0.0,-0.10840518,1.62585,-0.92596424,-0.3777428,-0.44023892,0.12869886,-0.52079463,0.21850403,0.21850403,-0.19840105,2.6439266,1.2957829,-0.52079463,0.2625125,0.43988803,-0.19840105,0.54282004,0.2491213,-1.1147058,2.86337,-1.1245853,1.809529,-1.3020434,0.54519814,0.0,0.32362935,1.6350516,0.9132071,0.6152438,-1.0010533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.8499999999999996,"[105, 14, 69, 69, 59]","['not >', 'vnot +> ', 'vnot = ', 'not >', 'not =', 'vnot -> ', 'vnot -> ', 'nop', 'not =', 'nop', 'nop', 'v-> ', 'nop', 'vnot -> ', 'v*= ', 'nop', 'not =', 'v+> ', 'vnot +> ', 'not >', 'not >', 'v= ', 'nop', 'v-> ', '>']","['and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or']",a.x not > e.x and a.y not +>  b.y + 72389 and a.z not =  2640 or a.vy not = e.vy AND c.vx not ->  e.vx + 13749 AND d.z +>  e.z + 8537 AND e.y =  84654
"-1.3985066,0.0,0.0,0.0,0.0,0.0,-0.10840518,1.62585,-0.92596424,-0.3777428,-0.44023892,0.12869886,-0.52079463,0.21850403,0.21850403,-0.19840105,2.6439266,1.2957829,-0.52079463,0.2625125,0.43988803,-0.19840105,0.54282004,0.2491213,-1.1147058,2.86337,-1.1245853,1.809529,-1.3020434,0.54519814,-1.4312328,0.32362935,1.6350516,0.9132071,0.6152438,-1.0010533,0.0,-2.0521622,1.3860133,-0.66985655,-0.70908755,-0.70969415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.9399999999999995,"[105, 14, 69, 69, 59, 62]","['not >', 'vnot +> ', 'vnot = ', 'not >', 'not =', 'vnot -> ', 'vnot -> ', 'nop', 'not =', 'nop', 'nop', 'v-> ', 'nop', 'vnot -> ', 'v*= ', 'nop', 'not =', 'v+> ', 'vnot +> ', 'not >', 'not >', 'v= ', 'nop', 'v-> ', '>', 'nop', 'vnot -> ', 'not =', 'v> ', 'vnot -> ']","['and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and']",a.x not > e.x and a.y not +>  b.y + 72389 and a.z not =  2640 or a.vy not = e.vy AND c.vx not ->  e.vx + 13749 AND d.z +>  e.z + 8537 AND e.x not > c.x or e.y =  84654 or e.vx ->  c.vx + 14622 AND f.vx >  18932
"-1.3985066,0.0,0.0,0.0,0.0,0.0,-0.10840518,1.62585,-0.92596424,-0.3777428,-0.44023892,0.12869886,-0.52079463,0.21850403,0.21850403,-0.19840105,2.6439266,1.2957829,-0.52079463,0.2625125,0.43988803,-0.19840105,0.54282004,0.2491213,-1.1147058,2.86337,-1.1245853,1.809529,-1.3020434,0.54519814,-1.4312328,0.32362935,1.6350516,0.9132071,0.6152438,-1.0010533,0.65326333,-2.0521622,1.3860133,-0.66985655,-0.70908755,-0.70969415,0.0,0.98235387,0.37037852,0.37381083,-1.7144457,0.19608383,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.45142857142857,"[105, 14, 69, 69, 59, 62, 16]","['not >', 'vnot +> ', 'vnot = ', 'not >', 'not =', 'vnot -> ', 'vnot -> ', 'nop', 'not =', 'nop', 'nop', 'v-> ', 'nop', 'vnot -> ', 'v*= ', 'nop', 'not =', 'v+> ', 'vnot +> ', 'not >', 'not >', 'v= ', 'nop', 'v-> ', '>', 'nop', 'vnot -> ', 'not =', 'v> ', 'vnot -> ', 'v+> ', '>', 'vnot *= ', '>', '>']","['and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and']",a.x not > e.x and a.y not +>  b.y + 72389 and a.z not =  2640 or a.vy not = e.vy AND b.vx not = g.vx AND c.vx not ->  e.vx + 13749 and c.vy not = g.vy + 3588 AND d.z +>  e.z + 8537 or d.vx not +>  g.vx + 12758 AND e.x not > c.x or e.y =  84654 or e.vx ->  c.vx + 14622 and e.vy > g.vy AND f.y not ->  g.y + 63968 or f.z not = d.z or f.vx >  18932 or f.vy not ->  a.vy + 14823
"-1.3985066,0.0,0.0,0.0,0.0,0.0,-0.10840518,1.62585,-0.92596424,-0.3777428,-0.44023892,0.12869886,-0.52079463,0.21850403,0.21850403,-0.19840105,2.6439266,1.2957829,-0.52079463,0.2625125,0.43988803,-0.19840105,0.54282004,0.2491213,-1.1147058,2.86337,-1.1245853,1.809529,-1.3020434,0.54519814,-1.4312328,0.32362935,1.6350516,0.9132071,0.6152438,-1.0010533,0.65326333,-2.0521622,1.3860133,-0.66985655,-0.70908755,-0.70969415,-0.5578397,0.98235387,0.37037852,0.37381083,-1.7144457,0.19608383,0.0,-0.21267816,0.01966283,0.12869886,0.24361089,0.050562963,0.0",4.3100000000000005,"[105, 14, 69, 69, 59, 62, 16, 4]","['not >', 'vnot +> ', 'vnot = ', 'not >', 'not =', 'vnot -> ', 'vnot -> ', 'nop', 'not =', 'nop', 'nop', 'v-> ', 'nop', 'vnot -> ', 'v*= ', 'nop', 'not =', 'v+> ', 'vnot +> ', 'not >', 'not >', 'v= ', 'nop', 'v-> ', '>', 'nop', 'vnot -> ', 'not =', 'v> ', 'vnot -> ', 'v+> ', '>', 'vnot *= ', '>', '>', 'v-> ', 'nop', 'not =', 'v*= ', 'not <']","['and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'and', 'or', 'or', 'and', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'or', 'or', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'or']",a.x not > e.x and a.y not +>  b.y + 72389 and a.z not =  2640 and a.vx not > h.vx or a.vy not = e.vy AND b.x not ->  h.x + 73423 or b.y not ->  h.y + 10995 or b.vx not = g.vx AND c.y ->  h.y + 68956 or c.vx not ->  e.vx + 13749 and c.vy not = g.vy + 3588 AND d.y not = h.y or d.z +>  e.z + 8537 or d.vx not +>  g.vx + 12758 and d.vy not > h.vy AND e.x not > c.x or e.y =  84654 or e.vx ->  c.vx + 14622 and e.vy > g.vy AND f.y not ->  g.y + 63968 or f.z not = d.z or f.vx >  18932 or f.vy not ->  a.vy + 14823 AND g.x +>  c.x + 79666 or g.y > d.y or g.z = c.z * 14125 or g.vx > b.vx and g.vy > f.vy
"0.49967867,0.0,0.0,0.0,0.0,0.0,0.0,-0.38903478,0.8866744,1.1261606,1.62585,0.62139636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.8687083304030435,[63],"['v< ', '=', 'not =', 'nop', 'nop']","['and', 'or', 'and', 'and', 'and']",a.x <  82848
"0.49967867,0.0,0.0,0.0,0.0,0.0,-0.67051333,-0.38903478,0.8866744,1.1261606,1.62585,0.62139636,0.21645445,-0.4287102,0.49371666,0.485384,0.54282004,-1.0664036,0.0,-0.3890854,0.5196486,0.28187758,-0.26380953,0.74116546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.0250000000000004,"[63, 13, 53]","['v< ', '=', 'not =', 'nop', 'nop', '=', 'nop', 'v-> ', 'vnot -> ', '<', 'not =', 'not <', 'not <', '<', 'nop']","['and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or']",a.x <  82848 AND b.vy < a.vy
"0.49967867,0.0,0.0,0.0,0.0,0.0,-0.67051333,-0.38903478,0.8866744,1.1261606,1.62585,0.62139636,0.21645445,-0.4287102,0.49371666,0.485384,0.54282004,-1.0664036,-0.63017553,-0.3890854,0.5196486,0.28187758,-0.26380953,0.74116546,0.0,-0.68698174,-1.9078034,-0.20938258,-1.5163003,0.9132071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.9375,"[63, 13, 53, 8]","['v< ', '=', 'not =', 'nop', 'nop', '=', 'nop', 'v-> ', 'vnot -> ', '<', 'not =', 'not <', 'not <', '<', 'nop', 'not <', 'nop', '<', 'v+> ', 'nop']","['and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and']",a.x <  82848 AND b.vy < a.vy AND c.y not < a.y or c.vx < d.vx
"0.49967867,0.0,0.0,0.0,0.0,0.0,-0.67051333,-0.38903478,0.8866744,1.1261606,1.62585,0.62139636,0.21645445,-0.4287102,0.49371666,0.485384,0.54282004,-1.0664036,-0.63017553,-0.3890854,0.5196486,0.28187758,-0.26380953,0.74116546,-0.10840518,-0.68698174,-1.9078034,-0.20938258,-1.5163003,0.9132071,-0.46387088,0.39239728,0.14747588,0.7291659,0.74116546,-1.4635303,0.0,-2.1526968,1.3872275,0.37037852,1.6350516,2.86337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.399374999999999,"[63, 13, 53, 8, 14, 47]","['v< ', '=', 'not =', 'nop', 'nop', '=', 'nop', 'v-> ', 'vnot -> ', '<', 'not =', 'not <', 'not <', '<', 'nop', 'not <', 'nop', '<', 'v+> ', 'nop', 'vnot +> ', 'vnot *= ', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v*= ', 'nop', 'v= ', 'nop']","['and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and']",a.x <  82848 AND b.x = e.x and b.z ->  f.z + 10909 or b.vx not ->  e.vx + 6379 and b.vy < a.vy AND c.y not < a.y or c.vx < d.vx AND d.x not < b.x and d.vx +>  a.vx + 15082 AND e.y = d.y * 15810 or e.vy +>  b.vy + 5311 AND f.vx =  6041
"0.49967867,0.0,0.0,0.0,0.0,0.0,-0.67051333,-0.38903478,0.8866744,1.1261606,1.62585,0.62139636,0.21645445,-0.4287102,0.49371666,0.485384,0.54282004,-1.0664036,-0.63017553,-0.3890854,0.5196486,0.28187758,-0.26380953,0.74116546,-0.10840518,-0.68698174,-1.9078034,-0.20938258,-1.5163003,0.9132071,-0.46387088,0.39239728,0.14747588,0.7291659,0.74116546,-1.4635303,-1.1175811,-2.1526968,1.3872275,0.37037852,1.6350516,2.86337,0.0,-0.25710666,1.8517159,-1.5541923,-0.21781397,-1.3962965,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.146830357142857,"[63, 13, 53, 8, 14, 47, 98]","['v< ', '=', 'not =', 'nop', 'nop', '=', 'nop', 'v-> ', 'vnot -> ', '<', 'not =', 'not <', 'not <', '<', 'nop', 'not <', 'nop', '<', 'v+> ', 'nop', 'vnot +> ', 'vnot *= ', 'nop', 'nop', 'v+> ', 'vnot *= ', 'v*= ', 'nop', 'v= ', 'nop', 'v+> ', 'vnot *= ', '<', '=', 'vnot -> ']","['and', 'or', 'and', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'or', 'or', 'and', 'or', 'or', 'and', 'or', 'and', 'or', 'and', 'or', 'or', 'or', 'or', 'or', 'and', 'and', 'or', 'or', 'and', 'and', 'or', 'and', 'or', 'and']",a.x <  82848 AND b.x = e.x and b.z ->  f.z + 10909 or b.vx not ->  e.vx + 6379 and b.vy < a.vy AND c.x not = g.x or c.y not < a.y or c.z not < g.z and c.vx < d.vx AND d.x not < b.x and d.vx +>  a.vx + 15082 AND e.y = d.y * 15810 or e.vy +>  b.vy + 5311 AND f.x = g.x * 74926 and f.vx =  6041
"-0.63017553,0.0,0.0,0.0,0.0,0.0,0.0,0.37381083,1.3872275,-0.38903478,0.49371666,-1.7144457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.494756389329213,[8],"['vnot *= ', 'v*= ', 'v< ', 'not =', 'nop']","['or', 'and', 'and', 'and', 'and']",a.z <  6713
"-0.63017553,0.0,0.0,0.0,0.0,0.0,-0.65264034,0.37381083,1.3872275,-0.38903478,0.49371666,-1.7144457,0.0,-0.26380953,0.6562669,0.050562963,-0.70969415,-0.71587425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.1999999999999993,"[8, 54]","['vnot *= ', 'v*= ', 'v< ', 'not =', 'nop', 'nop', 'not <', 'nop', 'vnot -> ', 'v+> ']","['or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and']",a.z <  6713
"-0.63017553,0.0,0.0,0.0,0.0,0.0,-0.65264034,0.37381083,1.3872275,-0.38903478,0.49371666,-1.7144457,-0.5578397,-0.26380953,0.6562669,0.050562963,-0.70969415,-0.71587425,-0.52079463,1.4327127,1.4001973,1.2535046,1.2417701,1.1357142,0.0,-0.39213043,-1.077449,0.4823907,-0.29587504,0.33626655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.7874999999999996,"[8, 54, 4, 69]","['vnot *= ', 'v*= ', 'v< ', 'not =', 'nop', 'nop', 'not <', 'nop', 'vnot -> ', 'v+> ', 'v+> ', 'not >', 'vnot +> ', '=', 'not <', 'v+> ', 'vnot +> ', 'v+> ', 'v+> ', 'v+> ']","['or', 'and', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'and', 'or', 'and', 'or', 'and', 'and', 'or', 'and', 'and', 'and']",a.x = c.x * 25138 or a.z <  6713 and a.vx not = d.vx AND b.y not < d.y and b.vx not ->  a.vx + 5600 and b.vy +>  d.vy + 15414
