pattern,rating,events,pattern_str
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,0.0,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.275,"[57, 54, 100]",
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,-1.7065489,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,0.0,1.0601627,2.3987904,-0.87474746,0.13110045,-0.27992082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.4375,"[57, 54, 100, 97]",b.x = d.x and b.y = d.y and b.z = d.z and b.vx = d.vx AND c.x +>  d.x + 27576 and c.y +>  d.y + 25532 and c.z +>  d.z + 13793 and c.vx +>  d.vx + 14824
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,-1.7065489,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,-0.08137311,1.0601627,2.3987904,-0.87474746,0.13110045,-0.27992082,0.0,-1.4196856,-0.7671591,0.53080165,0.32836178,0.88494116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.7625,"[57, 54, 100, 97, 57]",b.x = d.x and b.y = d.y and b.z = d.z and b.vx = d.vx AND c.x +>  d.x + 27576 and c.y +>  d.y + 25532 and c.z +>  d.z + 13793 and c.vx +>  d.vx + 14824 AND d.y < e.y and d.z < e.z and d.vx < e.vx
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,-1.7065489,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,-0.08137311,1.0601627,2.3987904,-0.87474746,0.13110045,-0.27992082,0.47828352,-1.4196856,-0.7671591,0.53080165,0.32836178,0.88494116,0.0,1.027771,-0.7671591,1.3030417,-0.87182635,-0.6778627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8.09375,"[57, 54, 100, 97, 57, 75]",a.x not = f.x + 57402 and a.y not = f.y + 57330 and a.z not = f.z + 6469 and a.vx not = f.vx + 1626 AND b.x = d.x and b.y = d.y and b.z = d.z and b.vx = d.vx AND c.x +>  d.x + 27576 and c.y +>  d.y + 25532 and c.z +>  d.z + 13793 and c.vx +>  d.vx + 14824 AND d.y < e.y and d.z < e.z and d.vx < e.vx AND e.x not = f.x + 78039 and e.z not = f.z + 9667 and e.vx not = f.vx + 7649 and e.vy not = f.vy + 9559
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,-1.7065489,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,-0.08137311,1.0601627,2.3987904,-0.87474746,0.13110045,-0.27992082,0.47828352,-1.4196856,-0.7671591,0.53080165,0.32836178,0.88494116,0.40464228,1.027771,-0.7671591,1.3030417,-0.87182635,-0.6778627,0.0,0.34769076,-0.025591051,0.045577124,0.72721636,1.0576781,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8.971875,"[57, 54, 100, 97, 57, 75, 10]",a.x not = f.x + 57402 and a.y not = f.y + 57330 and a.z not = f.z + 6469 and a.vx not = f.vx + 1626 AND b.x = d.x and b.y = d.y and b.z = d.z and b.vx = d.vx AND c.x +>  d.x + 27576 and c.y +>  d.y + 25532 and c.z +>  d.z + 13793 and c.vx +>  d.vx + 14824 AND d.y < e.y and d.z < e.z and d.vx < e.vx AND e.x not = f.x + 78039 and e.z not = f.z + 9667 and e.vx not = f.vx + 7649 and e.vy not = f.vy + 9559 AND f.x not = a.x + 16037 and f.y not = a.y + 24490 and f.z not = a.z + 1666 and f.vx not = a.vx + 17789 and f.vy not = a.vy + 9050
"-0.08137311,0.0,0.0,0.0,0.0,0.0,-0.48226243,-1.544317,0.045577124,0.83835304,0.4199105,-0.91681325,1.1155807,-0.36376926,-0.45625982,-0.8928289,0.25809926,2.816358,-1.7065489,0.25752345,-0.9307327,-0.24268632,0.032428436,-0.050035138,-0.08137311,1.0601627,2.3987904,-0.87474746,0.13110045,-0.27992082,0.47828352,-1.4196856,-0.7671591,0.53080165,0.32836178,0.88494116,0.40464228,1.027771,-0.7671591,1.3030417,-0.87182635,-0.6778627,0.40464228,0.34769076,-0.025591051,0.045577124,0.72721636,1.0576781,0.0,-0.3194694,0.17106399,0.7464616,-0.7971971,0.6633561,0.0",10.871875,"[57, 54, 100, 97, 57, 75, 10, 10]",a.x not = f.x + 57402 and a.y not = f.y + 57330 and a.z not = f.z + 6469 and a.vx not = f.vx + 1626 AND b.x = d.x and b.y = d.y and b.z = d.z and b.vx = d.vx AND c.x +>  d.x + 27576 and c.y +>  d.y + 25532 and c.z +>  d.z + 13793 and c.vx +>  d.vx + 14824 AND d.y < e.y and d.z < e.z and d.vx < e.vx AND e.x not = f.x + 78039 and e.z not = f.z + 9667 and e.vx not = f.vx + 7649 and e.vy not = f.vy + 9559 AND f.x not = a.x + 16037 and f.y not = a.y + 24490 and f.z not = a.z + 1666 and f.vx not = a.vx + 17789 and f.vy not = a.vy + 9050
"1.0114388,0.0,0.0,0.0,0.0,0.0,0.0,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9851501846050672,[8],
"1.0114388,0.0,0.0,0.0,0.0,0.0,1.2182326,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,0.0,0.25809926,2.816358,-0.16252626,-1.1045356,-0.24268632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9499999999999997,"[8, 52]",
"1.0114388,0.0,0.0,0.0,0.0,0.0,1.2182326,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,1.2445666,0.25809926,2.816358,-0.16252626,-1.1045356,-0.24268632,-1.972253,-0.09582306,0.5775678,0.98545235,0.1613083,-0.17931917,0.0,-1.0604591,-0.29606885,-1.1045356,0.6483973,0.061120138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4375,"[8, 52, 58, 63]",c.x < d.x and c.y < d.y and c.vx < d.vx and c.vy < d.vy
"1.0114388,0.0,0.0,0.0,0.0,0.0,1.2182326,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,1.2445666,0.25809926,2.816358,-0.16252626,-1.1045356,-0.24268632,-1.972253,-0.09582306,0.5775678,0.98545235,0.1613083,-0.17931917,0.40464228,-1.0604591,-0.29606885,-1.1045356,0.6483973,0.061120138,0.27590805,-0.08068362,-0.7809629,0.7161364,0.09135681,-0.17931917,0.0,-0.31199366,-0.29606885,0.038054653,0.77256995,0.4331707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.309374999999999,"[8, 52, 58, 63, 10, 67]",c.x < d.x and c.y < d.y and c.vx < d.vx and c.vy < d.vy AND d.x = f.x and d.y = f.y and d.z = f.z and d.vx = f.vx
"1.0114388,0.0,0.0,0.0,0.0,0.0,1.2182326,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,1.2445666,0.25809926,2.816358,-0.16252626,-1.1045356,-0.24268632,-1.972253,-0.09582306,0.5775678,0.98545235,0.1613083,-0.17931917,0.40464228,-1.0604591,-0.29606885,-1.1045356,0.6483973,0.061120138,0.27590805,-0.08068362,-0.7809629,0.7161364,0.09135681,-0.17931917,1.0114388,-0.31199366,-0.29606885,0.038054653,0.77256995,0.4331707,0.0,0.2472432,-0.36573887,-0.35229924,0.21387753,-0.28301582,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.9593750000000005,"[8, 52, 58, 63, 10, 67, 8]",a.x = g.x and a.y = g.y and a.z = g.z and a.vy = g.vy AND b.x < g.x and b.y < g.y and b.vx < g.vx AND c.x < d.x and c.y < d.y and c.vx < d.vx and c.vy < d.vy AND d.x = f.x and d.y = f.y and d.z = f.z and d.vx = f.vx AND e.x +>  g.x + 61347 and e.y +>  g.y + 87506 and e.z +>  g.z + 7051 and e.vx +>  g.vx + 10380 and e.vy +>  g.vy + 15760 AND f.z +>  a.z + 9264 and f.vx +>  a.vx + 18590
"1.0114388,0.0,0.0,0.0,0.0,0.0,1.2182326,1.5048599,-0.050035138,-1.3451225,0.4000843,2.6746445,1.2445666,0.25809926,2.816358,-0.16252626,-1.1045356,-0.24268632,-1.972253,-0.09582306,0.5775678,0.98545235,0.1613083,-0.17931917,0.40464228,-1.0604591,-0.29606885,-1.1045356,0.6483973,0.061120138,0.27590805,-0.08068362,-0.7809629,0.7161364,0.09135681,-0.17931917,1.0114388,-0.31199366,-0.29606885,0.038054653,0.77256995,0.4331707,0.47828352,0.2472432,-0.36573887,-0.35229924,0.21387753,-0.28301582,0.0,-0.70788604,0.26318014,0.5788012,1.5773655,0.014542606,0.0",6.979687500000001,"[8, 52, 58, 63, 10, 67, 8, 75]",a.x = g.x and a.y = g.y and a.z = g.z and a.vy = g.vy AND b.x < g.x and b.y < g.y and b.vx < g.vx AND c.x < d.x and c.y < d.y and c.vx < d.vx and c.vy < d.vy AND d.x = f.x and d.y = f.y and d.z = f.z and d.vx = f.vx AND e.x +>  g.x + 61347 and e.y +>  g.y + 87506 and e.z +>  g.z + 7051 and e.vx +>  g.vx + 10380 and e.vy +>  g.vy + 15760 AND f.z +>  a.z + 9264 and f.vx +>  a.vx + 18590
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.0,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.1591753991582632,[24],
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.0,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",5.199999999999999,"[24, 67]",
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.40464228,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,0.0,1.3707306,2.1785204,0.50621235,0.12561865,1.2718674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.775,"[24, 67, 10]",b.x +>  a.x + 91722 and b.y +>  a.y + 35893 and b.vx +>  a.vx + 12590 and b.vy +>  a.vy + 5550
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.40464228,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,1.0114388,1.3707306,2.1785204,0.50621235,0.12561865,1.2718674,0.0,-1.2518673,-0.17931917,-1.9444897,-0.54566306,-1.0642028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",6.9375,"[24, 67, 10, 8]",b.x +>  a.x + 91722 and b.y +>  a.y + 35893 and b.vx +>  a.vx + 12590 and b.vy +>  a.vy + 5550
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.40464228,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,1.0114388,1.3707306,2.1785204,0.50621235,0.12561865,1.2718674,-0.40412748,-1.2518673,-0.17931917,-1.9444897,-0.54566306,-1.0642028,-1.7065489,-2.1677806,0.79129785,-0.7971971,-0.83194894,-0.57771665,0.0,1.508804,0.5775678,0.79129785,-0.36376926,-0.28301582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",7.059374999999999,"[24, 67, 10, 8, 88, 97]",a.x not = e.x + 38852 and a.y not = e.y + 378 and a.z not = e.z + 9799 and a.vx not = e.vx + 15672 and a.vy not = e.vy + 4459 AND b.x +>  a.x + 91722 and b.y +>  a.y + 35893 and b.vx +>  a.vx + 12590 and b.vy +>  a.vy + 5550 AND e.x < f.x and e.z < f.z and e.vx < f.vx and e.vy < f.vy
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.40464228,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,1.0114388,1.3707306,2.1785204,0.50621235,0.12561865,1.2718674,-0.40412748,-1.2518673,-0.17931917,-1.9444897,-0.54566306,-1.0642028,-1.7065489,-2.1677806,0.79129785,-0.7971971,-0.83194894,-0.57771665,-0.08137311,1.508804,0.5775678,0.79129785,-0.36376926,-0.28301582,0.0,0.09135681,0.25809926,1.0043852,0.7993372,2.816358,0.0,0.0,0.0,0.0,0.0,0.0,0.0",8.3296875,"[24, 67, 10, 8, 88, 97, 57]",a.x not = e.x + 38852 and a.y not = e.y + 378 and a.z not = e.z + 9799 and a.vx not = e.vx + 15672 and a.vy not = e.vy + 4459 AND b.x +>  a.x + 91722 and b.y +>  a.y + 35893 and b.vx +>  a.vx + 12590 and b.vy +>  a.vy + 5550 AND c.x +>  g.x + 38476 and c.y +>  g.y + 26170 and c.z +>  g.z + 6371 and c.vx +>  g.vx + 19813 and c.vy +>  g.vy + 19291 AND d.x = g.x and d.z = g.z and d.vx = g.vx and d.vy = g.vy AND e.x < f.x and e.z < f.z and e.vx < f.vx and e.vy < f.vy AND f.y < e.y and f.z < e.z and f.vx < e.vx
"-0.96407586,0.0,0.0,0.0,0.0,0.0,0.27590805,-0.4667428,-0.5010683,-0.9737692,-0.91681325,-0.36376926,0.40464228,0.025175534,1.6869699,-0.16252626,-1.6191772,0.6483973,1.0114388,1.3707306,2.1785204,0.50621235,0.12561865,1.2718674,-0.40412748,-1.2518673,-0.17931917,-1.9444897,-0.54566306,-1.0642028,-1.7065489,-2.1677806,0.79129785,-0.7971971,-0.83194894,-0.57771665,-0.08137311,1.508804,0.5775678,0.79129785,-0.36376926,-0.28301582,1.3254414,0.09135681,0.25809926,1.0043852,0.7993372,2.816358,0.0,-1.2456529,-0.27091572,0.34769076,-1.9330112,-1.0642028,0.0",8.33984375,"[24, 67, 10, 8, 88, 97, 57, 19]",a.x not = e.x + 38852 and a.y not = e.y + 378 and a.z not = e.z + 9799 and a.vx not = e.vx + 15672 and a.vy not = e.vy + 4459 AND b.x +>  a.x + 91722 and b.y +>  a.y + 35893 and b.vx +>  a.vx + 12590 and b.vy +>  a.vy + 5550 AND c.x +>  g.x + 38476 and c.y +>  g.y + 26170 and c.z +>  g.z + 6371 and c.vx +>  g.vx + 19813 and c.vy +>  g.vy + 19291 AND d.x = g.x and d.z = g.z and d.vx = g.vx and d.vy = g.vy AND e.x < f.x and e.z < f.z and e.vx < f.vx and e.vy < f.vy AND f.y < e.y and f.z < e.z and f.vx < e.vx AND g.x not = f.x + 43110 and g.y not = f.y + 62457 and g.z not = f.z + 3956 and g.vx not = f.vx + 4752 and g.vy not = f.vy + 3910
"-0.42766604,0.0,0.0,0.0,0.0,0.0,0.0,-0.45625982,0.3983259,-0.35229924,0.77256995,0.30569023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.9109049544666418,[14],
"-0.42766604,0.0,0.0,0.0,0.0,0.0,1.3254414,-0.45625982,0.3983259,-0.35229924,0.77256995,0.30569023,0.0,1.1772485,-0.36573887,-1.2667488,0.13110045,2.6746445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.9499999999999997,"[14, 19]",
"-0.42766604,0.0,0.0,0.0,0.0,0.0,1.3254414,-0.45625982,0.3983259,-0.35229924,0.77256995,0.30569023,1.0114388,1.1772485,-0.36573887,-1.2667488,0.13110045,2.6746445,0.0,-0.83830464,-1.2456529,1.1649075,0.4331707,-0.83830464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.275,"[14, 19, 8]",b.x = a.x and b.z = a.z and b.vy = a.vy
"-0.42766604,0.0,0.0,0.0,0.0,0.0,1.3254414,-0.45625982,0.3983259,-0.35229924,0.77256995,0.30569023,1.0114388,1.1772485,-0.36573887,-1.2667488,0.13110045,2.6746445,-1.972253,-0.83830464,-1.2456529,1.1649075,0.4331707,-0.83830464,0.0,0.34199253,0.4298573,-0.21042861,0.98545235,0.77256995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4375,"[14, 19, 8, 63]",b.x = a.x and b.z = a.z and b.vy = a.vy
