pattern,rating,events,pattern_str
"0.27630204,0.0,0.0,-0.095927425,1.8333403,1.3771998,0.059918094,1.524994,-0.17412886,0.28999132,-1.0459348,2.5101514,0.28999132,1.8333403,-0.8551928,1.2855133,-1.0459348,0.011893499,-1.0276952,-0.8551928,1.3771998,-0.8450524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.04533025,"[63, 65, 4, 98, 98, 75]",a.y > b.y or a.z <  11856 and b.x <  55156 and b.y >  90900 and b.z = c.z and c.x =  21877 and  and d.z = e.z and e.x =  34931 and e.y not = f.y or  and f.z <  2441
"0.27630204,0.0,0.0,-0.095927425,1.8333403,1.3771998,0.059918094,1.524994,-0.17412886,0.28999132,-1.0459348,2.5101514,0.28999132,1.8333403,-0.8551928,1.2855133,-1.0459348,0.011893499,-0.28806734,-0.8551928,1.3771998,0.49673882,-0.97046983,1.3771998,1.296188,-1.0459348,1.8333403,2.5101514,0.0,0.0,0.0,0.0,0.0,0.0",1.830283275,"[63, 65, 4, 98, 98, 75, 19, 10]",a.y > b.y or a.z <  11856 and b.x <  55156 and b.y >  90900 and b.z = c.z and c.x =  21877 and  and d.z = e.z and e.x =  34931 and e.y not = f.y or  and f.z <  2441 and g.x < h.x or  and h.x =  34403 and 
"0.27630204,0.0,0.0,-0.095927425,1.8333403,1.3771998,0.059918094,1.524994,-0.17412886,0.28999132,-1.0459348,2.5101514,0.28999132,1.8333403,-0.8551928,1.2855133,-1.0459348,0.011893499,-0.28806734,-0.8551928,1.3771998,0.49673882,-0.97046983,1.3771998,0.49673882,-1.0459348,1.8333403,-0.31161597,0.37492523,1.5809183,-1.0276952,1.3771998,1.5809183,-0.051217794",2.208536025,"[63, 65, 4, 98, 98, 75, 19, 10, 10, 74]",a.y > b.y or a.z <  11856 and b.x <  55156 and b.y >  90900 and b.z = c.z and c.x =  21877 and  and d.z = e.z and e.x =  34931 and e.y not = f.y or  and f.z <  2441 and g.x < h.x or  and h.x =  34403 and h.z = i.z and  and j.y <  71703 and j.z =  12513
"0.059918094,0.0,0.0,-0.76687014,2.5101514,-0.8551928,-0.5918262,0.011893499,0.011893499,-0.49827766,1.5809183,2.5101514,-0.4778787,-0.17412886,1.5809183,-1.8421305,-1.623022,-0.803258,-0.28183728,-0.8450524,-0.17412886,0.37492523,1.5809183,-0.803258,-0.8450524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.04133758,"[4, 59, 53, 105, 58, 68, 8]",a.x = b.x or a.y > b.y or a.z = b.z and b.x not = c.x or b.y not = c.y or b.z < c.z and c.x <  73755 and c.z =  11996 and d.x >  6098 and d.y <  10405 and d.z not > e.z and e.x not > f.x or e.y =  51671 and e.z <  7539 and f.y >  99658 and f.z < g.z and g.x <  26427 and g.y =  68539 and g.z <  14953
"0.059918094,0.0,0.0,-0.76687014,2.5101514,-0.8551928,-0.5918262,0.011893499,0.011893499,-0.49827766,1.5809183,2.5101514,-0.4778787,-0.17412886,1.5809183,-1.8421305,-1.623022,-0.803258,-0.28183728,-0.8450524,-0.17412886,-1.3952413,1.5809183,-0.803258,-0.8450524,-1.623022,1.296188,-0.17412886,0.0,0.0,0.0,0.0,0.0,0.0",2.047696957,"[4, 59, 53, 105, 58, 68, 8, 24]",a.x = b.x or a.y > b.y or a.z = b.z and b.x not = c.x or b.y not = c.y or b.z < c.z and c.x <  73755 and c.z =  11996 and d.x >  6098 and d.y <  10405 and d.z not > e.z and e.x not > f.x or e.y =  51671 and e.z <  7539 and f.y >  99658 and f.z < g.z and g.x <  26427 and g.y =  68539 and g.z <  14953 and h.z >  10573
"0.059918094,0.0,0.0,-0.76687014,2.5101514,-0.8551928,-0.5918262,0.011893499,0.011893499,-0.49827766,1.5809183,2.5101514,-0.4778787,-0.17412886,1.5809183,-1.8421305,-1.623022,-0.803258,-0.28183728,-0.8450524,-0.17412886,-1.3952413,1.5809183,-0.803258,0.60311306,-1.623022,1.296188,-0.17412886,-0.97046983,-0.803258,-1.0459348,0.0,0.0,0.0",2.050876695,"[4, 59, 53, 105, 58, 68, 8, 24, 16]",a.x = b.x or a.y > b.y or a.z = b.z and b.x not = c.x or b.y not = c.y or b.z < c.z and c.x <  73755 and c.z =  11996 and d.x >  6098 and d.y <  10405 and d.z not > e.z and e.x not > f.x or e.y =  51671 and e.z <  7539 and f.y >  99658 and f.z < g.z and g.x <  26427 and g.y =  68539 and g.z <  14953 and h.z >  10573 and i.y =  84692 and i.z =  14229
"0.059918094,0.0,0.0,-0.76687014,2.5101514,-0.8551928,-0.5918262,0.011893499,0.011893499,-0.49827766,1.5809183,2.5101514,-0.4778787,-0.17412886,1.5809183,-1.8421305,-1.623022,-0.803258,-0.28183728,-0.8450524,-0.17412886,-1.3952413,1.5809183,-0.803258,0.60311306,-1.623022,1.296188,-0.31161597,-0.97046983,-0.803258,-1.0459348,-0.8450524,-0.97046983,-0.8551928",2.302591789,"[4, 59, 53, 105, 58, 68, 8, 24, 16, 74]",a.x = b.x or a.y > b.y or a.z = b.z and b.x not = c.x or b.y not = c.y or b.z < c.z and c.x <  73755 and c.z =  11996 and d.x >  6098 and d.y <  10405 and d.z not > e.z and e.x not > f.x or e.y =  51671 and e.z <  7539 and f.y >  99658 and f.z < g.z and g.x <  26427 and g.y =  68539 and g.z <  14953 and h.z >  10573 and i.y =  84692 and i.z =  14229 and j.x <  24418 and 
"2.1877804,0.0,0.0,0.49673882,1.5809183,1.524994,-0.97046983,-1.0459348,1.5809183,1.296188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.4055,"[47, 10]",a.x <  37624 and a.y <  69016 and a.z < b.z and 
"2.1877804,0.0,0.0,0.49673882,1.5809183,1.524994,-1.8421305,-1.0459348,1.5809183,1.296188,-0.8551928,-1.623022,-0.051217794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.59078,"[47, 10, 68]",a.x <  37624 and a.y <  69016 and a.z < b.z and b.z = c.z and 
"0.16818014,0.0,0.0,0.0,-1.623022,-0.8450524,-0.8450524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.048122414,[54],a.z <  1789
"0.16818014,0.0,0.0,0.30132043,-1.623022,-0.8450524,-0.8450524,1.296188,1.3771998,-0.85568976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.427775,"[54, 67]",a.x not > b.x or a.z <  1789 and b.z >  4328
"0.16818014,0.0,0.0,0.30132043,-1.623022,-0.8450524,0.43176526,1.296188,1.3771998,-0.85568976,-0.97046983,1.8333403,-1.0276952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.690275,"[54, 67, 28]",a.x not > b.x or a.z <  1789 and b.y > c.y or b.z >  4328 and 
"0.16818014,0.0,0.0,0.30132043,-1.623022,-0.8450524,0.43176526,1.296188,1.3771998,0.49673882,-0.97046983,1.8333403,0.059918094,1.524994,-0.8551928,-0.85568976,-0.803258,0.37492523,-0.17412886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.76592825,"[54, 67, 28, 10, 4]",a.x not > b.x or a.z <  1789 and b.y > c.y or b.z >  4328 and  and d.x <  60635 and d.y > e.y or d.z >  14462 and e.x =  63943 and e.z >  13846
"0.059918094,0.0,0.0,-0.5160239,1.524994,0.9120824,1.3771998,0.011893499,-0.97046983,-0.17412886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.4027775,"[4, 71]",a.x <  32810 and a.z > b.z and b.z >  4491
"0.059918094,0.0,0.0,-0.5160239,1.524994,0.9120824,-0.5160239,0.011893499,-0.97046983,-0.17412886,-0.8551928,-0.97046983,-1.0459348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.05277775,"[4, 71, 71]",a.x <  32810 and a.z > b.z and b.x not = c.x or b.y < c.y or b.z >  4491 and c.z =  3968
"0.059918094,0.0,0.0,-0.5160239,1.524994,0.9120824,-0.5160239,0.011893499,-0.97046983,0.059918094,-0.8551928,-0.97046983,0.74101853,1.5809183,-0.051217794,0.017894011,-0.85568976,0.9120824,0.60311306,2.5101514,-1.623022,0.49673882,-0.051217794,1.524994,-0.97046983,-0.803258,-0.17412886,1.8333403,0.0,0.0,0.0,0.0,0.0,0.0",3.030778365,"[4, 71, 71, 4, 64, 38, 16, 10]",a.x <  32810 and a.z > b.z and b.x not = c.x or b.y < c.y or b.z >  4491 and c.x > d.x or c.y < d.y or c.z =  3968 and d.x <  89306 and d.y =  25209 and  and e.x >  84943 and e.y >  93052 and e.z >  3729 and f.x = g.x or f.y not > g.y or f.z >  13771 and g.x =  90985 and g.y <  8417 and g.z < h.z and h.x =  86941 and h.y >  21128 and 
"0.33096007,0.0,0.0,0.7614305,-0.85568976,-0.17412886,-0.095927425,1.3771998,0.9120824,-0.49827766,-0.97046983,1.8333403,0.49673882,2.5101514,1.296188,-0.17412886,2.5101514,-1.0459348,-0.051217794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.756656,"[99, 49, 65, 105, 10]",a.x >  20111 and a.y >  77708 and  and b.x > c.x or b.y >  53171 and  and c.x < d.x or c.z not < d.z and d.y = e.y or d.z >  3268 and e.y =  10523 and e.z =  12739
"0.33096007,0.0,0.0,0.7614305,-0.85568976,-0.17412886,-0.095927425,1.3771998,0.9120824,-0.49827766,-0.97046983,1.8333403,0.49673882,2.5101514,1.296188,-1.8421305,2.5101514,-1.0459348,-0.051217794,1.5809183,-0.85568976,1.8333403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.7805906,"[99, 49, 65, 105, 10, 68]",a.x >  20111 and a.y >  77708 and  and b.x > c.x or b.y >  53171 and  and c.x < d.x or c.z not < d.z and d.y = e.y or d.z >  3268 and e.x = f.x or e.y =  10523 and e.z =  12739 and f.x <  19159 and 
"0.33096007,0.0,0.0,0.7614305,-0.85568976,-0.17412886,-0.095927425,1.3771998,0.9120824,-0.49827766,-0.97046983,1.8333403,0.49673882,2.5101514,1.296188,-1.8421305,2.5101514,-1.0459348,1.2680243,1.5809183,-0.85568976,0.017894011,-0.051217794,-0.85568976,-0.32683423,2.5101514,-0.17412886,-0.803258,-0.85568976,-0.803258,-1.0459348,0.0,0.0,0.0",1.826349712,"[99, 49, 65, 105, 10, 68, 13, 38, 57]",a.x >  20111 and a.y >  77708 and  and b.x > c.x or b.y >  53171 and  and c.x < d.x or c.z not < d.z and d.y = e.y or d.z >  3268 and e.x = f.x or e.y =  10523 and e.z =  12739 and f.x <  19159 and  and g.x =  9563 and g.z =  2066 and h.x = i.x or h.y >  54959 and h.z =  9496 and i.x >  85760 and i.y =  29693 and i.z =  8392
"0.74101853,0.0,0.0,0.26752952,0.37492523,1.524994,0.30132043,1.5809183,1.524994,-0.28183728,-1.0459348,-1.623022,0.43176526,-0.803258,1.8333403,0.49673882,-1.623022,1.296188,0.059918094,1.296188,1.296188,1.5809183,0.37492523,-0.051217794,0.37492523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.326389,"[64, 88, 67, 8, 28, 10, 4]",a.y <  16152 and  and b.x <  30200 and b.y <  50110 and b.z >  657 and c.x =  68046 and c.y not > d.y or  and d.x =  95536 and  and e.x not > f.x or e.y = f.y or e.z < f.z and f.x = g.x or f.y = g.y or f.z <  11185 and g.y =  96176 and 
"-0.57502204,0.0,0.0,-0.28183728,1.296188,2.5101514,1.5809183,-0.803258,-0.8551928,1.524994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.652775,"[62, 8]",a.x = b.x or a.y = b.y or a.z <  2727 and b.x =  87312 and 
"-0.57502204,0.0,0.0,0.7614305,2.5101514,-0.8551928,0.49673882,-1.0459348,1.524994,-0.8551928,1.8333403,0.9120824,1.296188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.622775,"[62, 49, 10]",a.y > b.y or  and b.x =  85650 and b.z > c.z and c.y >  80669 and 
"0.059918094,0.0,0.0,-0.4778787,0.011893499,1.5809183,0.16818014,-1.623022,-0.17412886,0.38047302,-1.623022,-0.85568976,-0.803258,-1.0459348,-0.8450524,1.5809183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.4340575,"[4, 58, 54, 52]",a.x not = b.x or a.z >  6285 and b.y >  86102 and  and c.x not > d.x or c.y >  5434 and c.z =  14390 and d.x =  67823 and d.y <  46719 and 
"0.059918094,0.0,0.0,-0.4778787,0.011893499,1.5809183,0.16818014,-1.623022,-0.17412886,0.38047302,-1.623022,-0.85568976,0.059918094,-1.0459348,-0.8450524,-0.4778787,-1.0276952,0.011893499,0.49673882,-1.0459348,1.296188,0.7614305,1.296188,1.5809183,1.3771998,2.5101514,-0.85568976,0.37492523,0.0,0.0,0.0,0.0,0.0,0.0",2.559277808,"[4, 58, 54, 52, 4, 58, 10, 49]",a.x not = b.x or a.z >  6285 and b.y >  86102 and  and c.x not > d.x or c.y >  5434 and c.z =  14390 and d.x =  67823 and d.y <  46719 and  and e.x not < f.x or e.z > f.z and f.x =  88422 and f.y = g.y or f.z > g.z and g.x = h.x or g.y <  43414 and g.z > h.z and 
"0.90536624,0.0,0.0,-0.28183728,-0.8450524,-0.8551928,0.74101853,-1.0276952,1.3771998,0.059918094,0.9120824,-1.0276952,0.30132043,1.3771998,0.011893499,-0.5918262,-0.85568976,-0.8551928,-0.28806734,-0.8551928,-0.803258,0.011893499,-0.803258,-0.803258,-0.17412886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.56864875,"[69, 8, 64, 4, 67, 53, 19]",a.z >  11226 and b.x not < c.x or b.y > c.y or b.z >  8166 and c.x >  32744 and c.y not < d.y or c.z >  13770 and d.x > e.x or d.y not = e.y or d.z >  8615 and e.x >  78418 and e.y > f.y or e.z =  5399 and f.x > g.x or f.y =  8112 and  and g.x =  18039 and g.y =  41772 and g.z >  10277
"0.90536624,0.0,0.0,-0.28183728,-0.8450524,-0.8551928,0.74101853,-1.0276952,1.3771998,0.059918094,0.9120824,-1.0276952,0.30132043,1.3771998,0.011893499,-0.5918262,-0.85568976,-0.8551928,-0.28806734,-0.8551928,-0.803258,0.90536624,-0.803258,-0.803258,-1.3952413,1.5809183,-0.8450524,2.5101514,-0.8551928,1.5809183,-0.85568976,0.0,0.0,0.0",1.8830337,"[69, 8, 64, 4, 67, 53, 19, 69, 24]",a.z >  11226 and b.x not < c.x or b.y > c.y or b.z >  8166 and c.x >  32744 and c.y not < d.y or c.z >  13770 and d.x > e.x or d.y not = e.y or d.z >  8615 and e.x >  78418 and e.y > f.y or e.z =  5399 and f.x > g.x or f.y =  8112 and  and g.x =  18039 and g.y =  41772 and g.z >  10277 and h.x <  67370 and h.y <  15015 and h.z = i.z and i.y <  50182 and i.z >  2429
"0.33096007,0.0,0.0,-0.31161597,-0.85568976,0.011893499,0.7614305,0.9120824,1.3771998,-0.28806734,1.5809183,-0.85568976,0.28999132,1.5809183,0.37492523,-0.59647053,0.37492523,-0.051217794,2.5101514,-1.623022,0.9120824,-0.85568976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.7668665,"[99, 74, 49, 19, 98, 100]",a.x >  3052 and  and b.y > c.y or b.z >  4199 and c.x <  29258 and c.y >  49268 and c.z >  13217 and d.x <  52772 and d.z not < e.z and e.y =  68013 and e.z = f.z and f.y >  50725 and f.z >  11232
"0.30132043,0.0,0.0,0.059918094,-1.0276952,-0.8551928,0.90536624,1.8333403,0.9120824,-0.28183728,1.8333403,-0.8551928,0.017894011,0.9120824,1.8333403,-1.0459348,-0.85568976,-0.8450524,-1.0276952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.734903,"[67, 4, 69, 8, 38]",a.y > b.y or a.z = b.z and b.z <  1411 and c.y > d.y or c.z < d.z and d.x >  79528 and d.z =  6091 and e.x >  12435 and 
"-0.5160239,0.0,0.0,-0.76687014,-0.97046983,-0.8450524,-0.59647053,-1.0276952,-0.051217794,-0.49827766,0.37492523,-0.051217794,-0.051217794,0.37492523,-0.051217794,1.5809183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.43435,"[71, 59, 100, 105]",a.x < b.x or a.y <  48482 and  and b.x not < c.x or b.y =  61352 and b.z < c.z and c.x < d.x or c.y =  87589 and c.z =  2904 and d.y =  89878 and d.z <  13209
"-0.76687014,0.0,0.0,-0.28183728,0.011893499,1.524994,-0.31161597,-0.17412886,-1.0276952,1.0267929,-0.85568976,-1.0276952,-0.17412886,-0.8450524,-1.0276952,-0.17412886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.7615325,"[59, 8, 74, 23]",a.x not = b.x or a.z = b.z and b.x >  7022 and b.y not < c.y or  and c.x >  65556 and  and d.x <  4242 and d.z >  213
"-0.76687014,0.0,0.0,-0.28183728,0.011893499,1.524994,-0.31161597,-0.17412886,-1.0276952,1.0267929,-0.85568976,-1.0276952,-0.095927425,-0.8450524,-1.0276952,1.0267929,1.3771998,1.5809183,-0.28183728,1.5809183,0.37492523,0.059918094,-0.8551928,-1.623022,1.5809183,-0.803258,1.524994,-0.8450524,0.0,0.0,0.0,0.0,0.0,0.0",2.570615353,"[59, 8, 74, 23, 65, 23, 8, 4]",a.x not = b.x or a.z = b.z and b.x >  7022 and b.y not < c.y or  and c.x >  65556 and  and d.x <  4242 and d.y not < e.y or d.z >  213 and e.x > f.x or e.y <  53792 and e.z >  5037 and f.y < g.y or f.z < g.z and g.x > h.x or g.y not > h.y or g.z <  3215 and h.x =  22565 and h.y <  72238 and 
"-0.76687014,0.0,0.0,-0.28183728,0.011893499,1.524994,-0.31161597,-0.17412886,-1.0276952,1.0267929,-0.85568976,-1.0276952,-0.095927425,-0.8450524,-1.0276952,1.0267929,1.3771998,1.5809183,-0.28183728,1.5809183,0.37492523,0.059918094,-0.8551928,-1.623022,0.28999132,-0.803258,1.524994,0.38047302,-0.17412886,-0.17412886,-0.85568976,1.524994,-1.0276952,-0.803258",2.588443507,"[59, 8, 74, 23, 65, 23, 8, 4, 98, 52]",a.x not = b.x or a.z = b.z and b.x >  7022 and b.y not < c.y or  and c.x >  65556 and  and d.x <  4242 and d.y not < e.y or d.z >  213 and e.x > f.x or e.y <  53792 and e.z >  5037 and f.y < g.y or f.z < g.z and g.x > h.x or g.y not > h.y or g.z <  3215 and h.x =  22565 and h.y <  72238 and  and i.x >  8812 and i.y >  13532 and i.z >  277 and j.x <  6006 and j.z =  6116
"-0.76687014,0.0,0.0,-0.4778787,-1.623022,-0.8551928,0.27630204,0.37492523,-0.803258,1.2680243,-0.8450524,-0.051217794,0.27630204,1.524994,-0.17412886,-0.49827766,-0.8450524,0.9120824,0.059918094,1.524994,2.5101514,0.017894011,-1.0459348,-0.17412886,0.059918094,2.5101514,0.9120824,-0.28183728,1.5809183,-0.85568976,-0.051217794,0.9120824,-0.85568976,-0.051217794",3.801498625,"[59, 58, 63, 13, 63, 105, 4, 38, 4, 8]",a.x not > b.x or a.y > b.y or a.z =  8564 and b.y =  84467 and  and c.y =  84722 and c.z >  9259 and d.x <  91910 and d.y >  33148 and d.z >  4073 and e.x <  16592 and e.y >  24042 and e.z not > f.z and f.x <  32257 and f.y = g.y or f.z =  1928 and g.x =  57804 and  and h.x = i.x or h.y >  12102 and h.z <  3523 and i.x <  15482 and i.y >  13792 and  and j.y >  83279 and 
"0.77608126,0.0,0.0,-0.9740924,2.5101514,0.011893499,-1.623022,2.5101514,-0.97046983,-0.803258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.427775,"[40, 66]",a.x = b.x or a.y not = b.y or a.z not > b.z and b.z =  11690
