pattern,rating,events,pattern_str
"0.8648011,0.0,0.0,-0.1359488,0.23586434,0.84678924,0.4397452,0.5656936,0.94738483,-0.6450625,-0.46572128,0.9107357,-0.36872622,0.7526911,-1.183233,1.1934896,-0.116349585,0.23586434,1.4220943,-1.1399735,0.84678924,0.06302234,0.7526911,-1.3832569,1.4487876,-1.183233,0.48391172,-0.8347567,-0.8543927,-0.46572128,2.3883722,0.0,0.0",2.354373345,"[100, 4, 23, 10, 52, 40, 47, 58, 65]",a.x <  94767 and  and b.x not > c.x or b.y > c.y or b.z not = c.z and c.z = d.z and d.x >  67362 and d.y < e.y or d.z < e.z and e.x >  56581 and e.y <  64834 and  and f.z > g.z and g.x >  86991 and g.y not = h.y or g.z = h.z and h.x < i.x or h.y = i.y or  and i.x =  86276 and 
"-0.60370314,0.0,0.0,0.8648011,0.94738483,-1.183233,0.4397452,-1.1399735,0.9730142,0.7121273,-1.3832569,-1.1399735,-0.8347567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.622775,"[44, 100, 23]",a.x > b.x or a.y < b.y or a.z > b.z and b.z =  10421 and 
"-0.60370314,0.0,0.0,0.8648011,0.94738483,-1.183233,0.4397452,-1.1399735,0.9730142,-0.6549368,-1.3832569,-1.1399735,0.4397452,-0.8543927,-0.8347567,-0.503954,0.7526911,0.7121273,-0.6450625,0.7526911,-1.183233,-1.6852578,0.5656936,-0.46572128,0.48391172,-1.183233,0.23586434,-0.46572128,0.0,0.0,0.0,0.0,0.0",2.920059082,"[44, 100, 23, 24, 23, 49, 10, 61]",a.x > b.x or a.y < b.y or a.z > b.z and b.z =  10421 and c.x not = d.x or  and d.x =  14500 and d.z not < e.z and e.x >  57515 and e.y =  85546 and e.z >  14292 and f.x >  54189 and f.y < g.y or f.z < g.z and g.y = h.y or  and h.y <  16698 and 
"1.4220943,0.0,0.0,1.8512527,0.84678924,-0.8543927,0.8648011,0.84678924,0.7121273,-1.1399735,0.7121273,-0.46572128,0.23586434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.64325,"[47, 66, 100]",a.x not < b.x or a.y =  42258 and  and b.x not < c.x or b.z =  11176 and c.x =  21051 and 
"1.4220943,0.0,0.0,1.8512527,0.84678924,-0.8543927,0.8648011,0.84678924,0.7121273,1.4220943,0.7121273,-0.46572128,-0.1359488,0.48391172,-1.2400949,-0.1359488,0.7121273,0.5656936,-0.1359488,0.7121273,0.84678924,-0.08869571,0.9107357,0.23586434,0.012561094,0.012561094,0.48391172,0.23586434,0.0,0.0,0.0,0.0,0.0",3.63220338,"[47, 66, 100, 47, 4, 4, 4, 97]",a.x not < b.x or a.y =  42258 and  and b.x not < c.x or b.z =  11176 and c.x =  21051 and c.y = d.y or  and d.x = e.x or d.y < e.y or d.z =  3933 and e.x =  70855 and e.y not > f.y or e.z >  11317 and f.y not < g.y or f.z >  10581 and g.x > h.x or g.y <  81478 and  and h.x <  1869 and h.z <  13711
"-0.1359488,0.0,0.0,-0.1359488,-0.46572128,0.84678924,-0.1359488,0.48391172,0.9730142,-0.6450625,-1.1399735,-1.183233,-0.08869571,-1.3832569,-0.8347567,-0.1359488,-0.8347567,-0.116349585,-1.3832569,-0.116349585,0.23586434,0.94738483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",3.868780282,"[4, 4, 4, 10, 97, 4]",a.x = b.x or a.y not < b.y or  and b.x = c.x or b.y <  3985 and b.z > c.z and c.x =  89133 and c.y < d.y or  and d.x not = e.x or d.y >  23928 and  and e.x >  83139 and e.y >  21410 and e.z not = f.z and 
"1.0356137,0.0,0.0,0.06302234,-1.2400949,0.84678924,0.8648011,0.012561094,0.012561094,-0.060814008,-0.8543927,-0.8347567,0.010832735,0.5656936,0.48391172,-0.5171669,-1.3832569,0.9107357,-0.6450625,0.23586434,0.7121273,-1.0694515,-0.8543927,0.012561094,0.9730142,-0.46572128,-1.2400949,0.7121273,0.0,0.0,0.0,0.0,0.0",1.77467156,"[19, 58, 100, 105, 13, 71, 10, 69]",a.y not < b.y or a.z not > b.z and b.x <  485 and b.y <  45695 and b.z <  8085 and c.x =  56435 and c.y >  44054 and c.z not > d.z and d.x not > e.x or d.y = e.y or d.z not = e.z and e.x not = f.x or e.y > f.y or e.z > f.z and f.x <  34529 and f.y =  16718 and f.z <  8432 and g.x =  15526 and g.y <  4601 and g.z <  13330 and h.z =  1131
"-0.96591544,0.0,0.0,-0.60370314,0.9730142,-1.2400949,1.2598536,-1.1399735,0.94738483,0.94738483,-0.46572128,0.7121273,0.94738483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.6428,"[74, 44, 8]",a.x <  22852 and a.y < b.y or  and b.x =  49158 and b.y > c.y or b.z > c.z and c.y =  79712 and 
"-0.96591544,0.0,0.0,-0.60370314,0.9730142,-1.2400949,1.2598536,-1.1399735,0.94738483,-0.6450625,-0.46572128,0.7121273,1.4487876,0.5656936,0.5656936,-1.0694515,-0.8347567,2.3883722,1.4220943,0.48391172,0.012561094,0.94738483,-1.2400949,0.84678924,0.7121273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.77231183,"[74, 44, 8, 10, 65, 69, 47]",a.x <  22852 and a.y < b.y or  and b.x =  49158 and b.y > c.y or b.z > c.z and c.y =  79712 and c.z > d.z and d.x not > e.x or d.y not > e.y or  and e.x >  60940 and e.z >  6567 and f.x = g.x or f.y <  69679 and  and g.z =  13916
"-0.96591544,0.0,0.0,-0.60370314,0.9730142,-1.2400949,1.2598536,-1.1399735,0.94738483,-0.6450625,-0.46572128,0.7121273,1.4487876,0.5656936,0.5656936,-1.0694515,-0.8347567,2.3883722,1.4220943,0.48391172,0.012561094,1.0356137,-1.2400949,0.84678924,-1.6852578,0.012561094,-1.183233,0.7121273,-0.8543927,0.7121273,0.5656936,0.0,0.0",2.031353692,"[74, 44, 8, 10, 65, 69, 47, 19, 61]",a.x <  22852 and a.y < b.y or  and b.x =  49158 and b.y > c.y or b.z > c.z and c.y =  79712 and c.z > d.z and d.x not > e.x or d.y not > e.y or  and e.x >  60940 and e.z >  6567 and f.x = g.x or f.y <  69679 and  and g.y not < h.y or g.z =  13916 and h.x <  65003 and h.y < i.y or h.z =  10202 and i.y =  70271 and 
"0.8648011,0.0,0.0,0.0,-1.3832569,-0.116349585,0.7121273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.049877854,[100],a.z =  2420
"0.8648011,0.0,0.0,0.042750955,-1.3832569,-0.116349585,1.4220943,0.23586434,-1.3832569,0.8648011,-0.8347567,-1.183233,1.4487876,-1.183233,-1.3832569,1.3560739,0.012561094,0.012561094,-0.060814008,0.94738483,0.5656936,-0.1359488,0.5656936,-1.183233,-0.116349585,-0.116349585,-1.183233,-1.2400949,0.0,0.0,0.0,0.0,0.0",2.7925296,"[100, 64, 47, 100, 65, 98, 105, 4]",a.x not = b.x or a.z =  2420 and b.x <  4324 and b.y not = c.y or b.z <  7328 and c.x >  54849 and c.y < d.y or c.z <  6361 and d.x < e.x or d.y not = e.y or d.z =  5233 and e.y <  59614 and e.z =  259 and f.x > g.x or f.y not > g.y or f.z >  11236 and g.x not > h.x or g.y < h.y or g.z >  10297 and h.x >  67492 and 
"0.8648011,0.0,0.0,0.042750955,-1.3832569,-0.116349585,1.4220943,0.23586434,-1.3832569,0.8648011,-0.8347567,-1.183233,1.4487876,-1.183233,-1.3832569,1.3560739,0.012561094,0.012561094,-0.060814008,0.94738483,0.5656936,-0.1359488,0.5656936,-1.183233,1.2598536,-0.116349585,-1.183233,1.0356137,-1.1399735,0.7121273,-1.3832569,-1.1399735,2.3883722,-1.139",2.788991287,"[100, 64, 47, 100, 65, 98, 105, 4, 8, 19]",a.x not = b.x or a.z =  2420 and b.x <  4324 and b.y not = c.y or b.z <  7328 and c.x >  54849 and c.y < d.y or c.z <  6361 and d.x < e.x or d.y not = e.y or d.z =  5233 and e.y <  59614 and e.z =  259 and f.x > g.x or f.y not > g.y or f.z >  11236 and g.x not > h.x or g.y < h.y or g.z >  10297 and h.x >  67492 and h.y < i.y or h.z < i.z and i.x =  24629 and i.y =  31330 and i.z not = j.z and j.x =  83616 and 
"-0.5922958,0.0,0.0,1.0356137,0.7526911,0.012561094,-1.183233,-0.46572128,-1.1399735,0.012561094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.4027775,"[67, 19]",a.x >  13089 and a.y <  59585 and a.z < b.z and b.y =  53483 and 
"-0.5922958,0.0,0.0,1.0356137,0.7526911,0.012561094,-0.60370314,-0.46572128,-1.1399735,-0.1359488,0.94738483,0.9730142,0.042750955,-0.8347567,-1.3832569,-0.116349585,0.23586434,-0.116349585,-1.3832569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.731157875,"[67, 19, 44, 4, 64]",a.x >  13089 and a.y <  59585 and a.z < b.z and b.x = c.x or b.y =  53483 and  and c.x > d.x or c.y <  25421 and c.z >  13896 and d.x >  50067 and d.z >  459 and e.x <  68636 and e.y >  42726 and 
"-0.5922958,0.0,0.0,1.0356137,0.7526911,0.012561094,-0.60370314,-0.46572128,-1.1399735,-0.1359488,0.94738483,0.9730142,0.042750955,-0.8347567,-1.3832569,1.2598536,0.23586434,-0.116349585,1.0356137,0.9107357,0.48391172,0.7121273,-0.8347567,0.012561094,-1.3832569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.96962315,"[67, 19, 44, 4, 64, 8, 19]",a.x >  13089 and a.y <  59585 and a.z < b.z and b.x = c.x or b.y =  53483 and  and c.x > d.x or c.y <  25421 and c.z >  13896 and d.x >  50067 and d.z >  459 and e.x <  68636 and e.y >  42726 and e.z not = f.z and f.x > g.x or f.y = g.y or f.z =  6988 and g.x >  83593 and g.y <  51861 and 
"-0.5922958,0.0,0.0,1.0356137,0.7526911,0.012561094,-0.60370314,-0.46572128,-1.1399735,-0.1359488,0.94738483,0.9730142,0.042750955,-0.8347567,-1.3832569,1.2598536,0.23586434,-0.116349585,1.0356137,0.9107357,0.48391172,-0.32181007,-0.8347567,0.012561094,-1.3832569,-1.3832569,0.94738483,-1.183233,0.0,0.0,0.0,0.0,0.0",2.2340919,"[67, 19, 44, 4, 64, 8, 19, 53]",a.x >  13089 and a.y <  59585 and a.z < b.z and b.x = c.x or b.y =  53483 and  and c.x > d.x or c.y <  25421 and c.z >  13896 and d.x >  50067 and d.z >  459 and e.x <  68636 and e.y >  42726 and e.z not = f.z and f.x > g.x or f.y = g.y or f.z =  6988 and g.x >  83593 and g.y <  51861 and g.z not = h.z and 
"-0.5922958,0.0,0.0,1.0356137,0.7526911,0.012561094,-0.60370314,-0.46572128,-1.1399735,-0.1359488,0.94738483,0.9730142,0.042750955,-0.8347567,-1.3832569,1.2598536,0.23586434,-0.116349585,1.0356137,0.9107357,0.48391172,-0.32181007,-0.8347567,0.012561094,1.7683835,-1.3832569,0.94738483,-0.60370314,-1.2400949,0.9107357,-0.8543927,-0.8347567,0.7121273,-0.834",2.583951825,"[67, 19, 44, 4, 64, 8, 19, 53, 106, 44]",a.x >  13089 and a.y <  59585 and a.z < b.z and b.x = c.x or b.y =  53483 and  and c.x > d.x or c.y <  25421 and c.z >  13896 and d.x >  50067 and d.z >  459 and e.x <  68636 and e.y >  42726 and e.z not = f.z and f.x > g.x or f.y = g.y or f.z =  6988 and g.x >  83593 and g.y <  51861 and g.z not = h.z and h.y > i.y or h.z < i.z and i.x < j.x or i.z =  13247 and j.x >  80412 and j.y =  93265 and j.z >  9043
"-0.1359488,0.0,0.0,1.4487876,0.84678924,0.84678924,-0.5922958,0.84678924,0.7526911,0.0276081,-1.183233,-0.8347567,-0.6450625,0.48391172,0.7121273,-0.6450625,0.7526911,-0.8347567,-1.3832569,0.9107357,-1.3832569,0.48391172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.105980875,"[4, 65, 67, 57, 10, 10]",a.x not < b.x or a.y not < b.y or a.z =  11984 and b.x not < c.x or b.y >  48232 and b.z >  7116 and c.x < d.x or c.y >  31167 and c.z =  7856 and d.x = e.x or d.y =  32146 and d.z not < e.z and e.x >  61550 and e.y >  31100 and e.z not = f.z and 
"-0.1359488,0.0,0.0,-0.5922958,-0.116349585,-1.2400949,0.042750955,-1.3832569,2.3883722,-0.36872622,-0.116349585,2.3883722,1.3560739,0.84678924,0.5656936,0.06302234,2.3883722,0.23586434,-0.8544064,-1.183233,0.7121273,-1.3832569,0.84678924,-0.8347567,0.012561094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.1436116,"[4, 67, 64, 52, 98, 58, 59]",a.x >  38397 and a.y < b.y or a.z not > b.z and b.x not = c.x or b.z >  5284 and c.x >  31894 and  and d.x not < e.x or d.y not > e.y or  and e.y <  76937 and e.z not > f.z and f.x < g.x or f.y =  67118 and  and g.y >  22132 and g.z <  11562
"1.2598536,0.0,0.0,1.145627,-1.3832569,-1.1399735,-0.6450625,0.84678924,-1.183233,0.0276081,0.012561094,0.7526911,-0.1359488,0.9107357,0.7526911,1.3560739,-1.1399735,-0.8543927,-0.116349585,0.23586434,0.012561094,-0.8543927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.5078625,"[8, 38, 10, 57, 4, 98]",a.y =  43369 and a.z >  4780 and b.x not < c.x or  and c.y >  81628 and c.z =  8642 and d.z =  10883 and e.x =  58133 and  and f.x <  13240 and f.y <  35841 and f.z =  13140
"1.2598536,0.0,0.0,1.145627,-1.3832569,-1.1399735,-0.6450625,0.84678924,-1.183233,0.0276081,0.012561094,0.7526911,-0.1359488,0.9107357,0.7526911,1.3560739,-1.1399735,-0.8543927,0.4072226,0.23586434,0.012561094,0.15980116,-1.183233,0.23586434,1.4487876,0.7526911,-0.8543927,0.5656936,0.7121273,0.23586434,-1.3832569,0.0,0.0",2.974857138,"[8, 38, 10, 57, 4, 98, 73, 63, 65]",a.y =  43369 and a.z >  4780 and b.x not < c.x or  and c.y >  81628 and c.z =  8642 and d.z =  10883 and e.x =  58133 and  and f.x <  13240 and f.y <  35841 and f.z =  13140 and g.x < h.x or g.y <  10518 and  and h.x >  30352 and h.y =  3454 and h.z not > i.z and i.x =  11752 and i.y <  31570 and 
"0.49172422,0.0,0.0,-0.5922958,0.7121273,-1.1399735,-0.5171669,-0.8347567,-0.46572128,1.2598536,0.012561094,0.23586434,-0.14969127,0.5656936,0.48391172,-0.8543927,0.23586434,-1.3832569,-1.3832569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.3064525,"[99, 67, 71, 8, 16]",a.x =  43573 and a.y =  39184 and  and b.x >  59861 and b.y = c.y or b.z = c.z and c.x <  95655 and c.y <  35135 and  and d.y = e.y or d.z =  570 and e.x <  60822 and 
"-0.1359488,0.0,0.0,-0.60370314,2.3883722,0.84678924,-0.7060504,-1.3832569,-0.46572128,0.3872696,0.94738483,-1.1399735,0.3872696,-1.1399735,0.9107357,-0.96591544,-0.8543927,-1.183233,-1.1399735,0.5656936,0.7526911,-0.46572128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.806530325,"[4, 44, 68, 75, 75, 74]",a.y not < b.y or  and b.x not = c.x or b.y = c.y or  and c.x > d.x or c.y =  96077 and c.z not = d.z and d.y > e.y or d.z = e.z and e.x =  45708 and e.y < f.y or e.z =  6756 and 
"-0.1359488,0.0,0.0,-0.60370314,2.3883722,0.84678924,-0.7060504,-1.3832569,-0.46572128,0.3872696,0.94738483,-1.1399735,0.3872696,-1.1399735,0.9107357,-0.96591544,-0.8543927,-1.183233,0.0276081,0.5656936,0.7526911,-0.46572128,0.94738483,-0.8347567,-0.46572128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",1.809280328,"[4, 44, 68, 75, 75, 74, 57]",a.y not < b.y or  and b.x not = c.x or b.y = c.y or  and c.x > d.x or c.y =  96077 and c.z not = d.z and d.y > e.y or d.z = e.z and e.x =  45708 and e.y < f.y or e.z =  6756 and f.x not > g.x or  and g.y >  55954 and 
"-0.1359488,0.0,0.0,-0.60370314,2.3883722,0.84678924,-0.7060504,-1.3832569,-0.46572128,0.3872696,0.94738483,-1.1399735,0.3872696,-1.1399735,0.9107357,-0.96591544,-0.8543927,-1.183233,0.0276081,0.5656936,0.7526911,-0.8544064,0.94738483,-0.8347567,-0.46572128,-0.8543927,0.48391172,-1.1399735,0.0,0.0,0.0,0.0,0.0",1.834280377,"[4, 44, 68, 75, 75, 74, 57, 59]",a.y not < b.y or  and b.x not = c.x or b.y = c.y or  and c.x > d.x or c.y =  96077 and c.z not = d.z and d.y > e.y or d.z = e.z and e.x =  45708 and e.y < f.y or e.z =  6756 and f.x not > g.x or  and g.x > h.x or g.y >  55954 and  and h.x =  29712 and h.z =  5429
"-0.1359488,0.0,0.0,-0.60370314,2.3883722,0.84678924,-0.7060504,-1.3832569,-0.46572128,0.3872696,0.94738483,-1.1399735,0.3872696,-1.1399735,0.9107357,-0.96591544,-0.8543927,-1.183233,0.0276081,0.5656936,0.7526911,-0.8544064,0.94738483,-0.8347567,0.4397452,-0.8543927,0.48391172,-1.1399735,0.84678924,0.9107357,0.5656936,0.0,0.0",1.836805628,"[4, 44, 68, 75, 75, 74, 57, 59, 23]",a.y not < b.y or  and b.x not = c.x or b.y = c.y or  and c.x > d.x or c.y =  96077 and c.z not = d.z and d.y > e.y or d.z = e.z and e.x =  45708 and e.y < f.y or e.z =  6756 and f.x not > g.x or  and g.x > h.x or g.y >  55954 and  and h.x =  29712 and h.y = i.y or h.z =  5429 and 
"-0.1359488,0.0,0.0,-0.1359488,-0.46572128,0.7121273,-0.7060504,-1.183233,0.94738483,1.8512527,0.23586434,0.9107357,-0.1359488,0.94738483,0.7121273,0.5393557,0.7121273,-0.8347567,-0.1359488,-1.2400949,-1.183233,0.9107357,0.94738483,0.84678924,0.48391172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",4.44453105,"[4, 4, 68, 66, 4, 54, 4]",a.x = b.x or a.y =  38484 and a.z >  1145 and b.x < c.x or b.y > c.y or b.z <  3132 and c.x <  13818 and c.y > d.y or c.z > d.z and d.y =  81545 and d.z =  9469 and e.x =  51092 and e.z >  7732 and f.x < g.x or f.y < g.y or f.z > g.z and 
"-0.1359488,0.0,0.0,-0.1359488,-0.46572128,0.7121273,-0.7060504,-1.183233,0.94738483,1.8512527,0.23586434,0.9107357,-0.1359488,0.94738483,0.7121273,0.5393557,0.7121273,-0.8347567,-0.1359488,-1.2400949,-1.183233,-0.60370314,0.94738483,0.84678924,0.010832735,2.3883722,0.7526911,0.4397452,2.3883722,-1.3832569,-0.46572128,0.5656936,0.84678924,-0.854",4.552584382,"[4, 4, 68, 66, 4, 54, 4, 44, 13, 23]",a.x = b.x or a.y =  38484 and a.z >  1145 and b.x < c.x or b.y > c.y or b.z <  3132 and c.x <  13818 and c.y > d.y or c.z > d.z and d.y =  81545 and d.z =  9469 and e.x =  51092 and e.z >  7732 and f.x < g.x or f.y < g.y or f.z > g.z and g.x > h.x or g.y not < h.y or  and h.y >  6699 and  and i.y not = j.y or i.z = j.z and j.z =  2418
"-0.6450625,0.0,0.0,0.0,-0.46572128,0.48391172,-1.183233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.886117724,[10],
"1.2598536,0.0,0.0,-0.6450625,0.23586434,0.48391172,-0.6450625,0.23586434,-1.183233,1.0396085,-0.8347567,0.9107357,-0.1359488,0.9730142,-1.183233,-0.1359488,0.5656936,0.48391172,0.5656936,0.012561094,-1.1399735,0.9107357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2.65256025,"[8, 10, 10, 62, 4, 4]",a.x <  53038 and a.y = b.y or a.z > b.z and b.z <  7687 and c.x >  65497 and c.y > d.y or c.z <  14322 and d.y < e.y or  and e.x not > f.x or e.y = f.y or e.z not > f.z and f.x <  28759 and 
"1.2598536,0.0,0.0,-0.6450625,0.23586434,0.48391172,-0.6450625,0.23586434,-1.183233,1.0396085,-0.8347567,0.9107357,-0.1359488,0.9730142,-1.183233,-0.1359488,0.5656936,0.48391172,1.2598536,0.012561094,-1.1399735,-0.96591544,-0.116349585,0.7526911,0.94738483,-0.46572128,0.84678924,0.48391172,0.0,0.0,0.0,0.0,0.0",3.102156075,"[8, 10, 10, 62, 4, 4, 8, 74]",a.x <  53038 and a.y = b.y or a.z > b.z and b.z <  7687 and c.x >  65497 and c.y > d.y or c.z <  14322 and d.y < e.y or  and e.x not > f.x or e.y = f.y or e.z not > f.z and f.x <  28759 and f.z > g.z and g.x >  77007 and g.y >  14685 and g.z > h.z and 
